所属概念,code,market_code,所属概念数量,股票代码
风电;煤炭概念;回购增持再贷款概念;DeepSeek概念;华为概念;汽车热管理;储能;新能源汽车;中俄贸易概念;机器人概念;高铁;军工;华为汽车;长安汽车概念;高股息精选;比亚迪概念;沪股通;融资融券,601717,17,18,601717.SH
网约车;旅游概念;自由贸易港;上海国企改革;冷链物流;数字经济;上海自贸区;预制菜;参股券商;国企改革;无人驾驶;航运概念;沪股通,600650,17,13,600650.SH
ST板块;乳业;西部大开发,300313,33,3,300313.SZ
华为汽车;小米汽车;飞行汽车(eVTOL);特斯拉概念;机器人概念;无人驾驶;人工智能;新能源汽车;车联网(车路协同);比亚迪概念;低空经济;回购增持再贷款概念;传感器;小米概念;毫米波雷达;汽车电子;融资融券;沪股通,603197,17,18,603197.SH
农机;无人机;无人驾驶;工业母机;车联网(车路协同);华为概念;汽车电子;长安汽车概念;机器人概念;燃料电池;人形机器人;5G;新能源汽车;MCU芯片;2025年报预增;比亚迪概念;互联网金融;乡村振兴;氢能源;绿色电力;深股通,002448,33,21,002448.SZ
金属锌;金属铅;黄金概念;小金属概念;西部大开发;专精特新;沪股通,603132,17,7,603132.SH
物业管理;上海国企改革;国企改革;光伏建筑一体化;碳交易;无人驾驶;绿色电力;充电桩;股权转让(并购重组),600834,17,9,600834.SH
猴痘概念;幽门螺杆菌概念;流感;肝炎概念;辅助生殖;基因测序;创新药;民营医院;智能医疗;医疗器械概念;人工智能;DeepSeek概念;AI智能体;回购增持再贷款概念;融资融券,300639,33,15,300639.SZ
旅游概念;IP经济(谷子经济);网红经济;手机游戏;文化传媒概念;电子竞技;共同富裕示范区;元宇宙;抖音概念(字节概念);虚拟现实;深股通;融资融券,300144,33,12,300144.SZ
汽车热管理;华为汽车;一体化压铸;人形机器人;长安汽车概念;小米汽车;特斯拉概念;飞行汽车(eVTOL);新能源汽车;毫米波雷达;智能座舱;无人驾驶;比亚迪概念;机器人概念;汽车电子;无线充电;低空经济;小米概念;横琴新区;宁德时代概念;一带一路;车联网(车路协同);创投;卫星导航;华为概念;星闪概念;粤港澳大湾区;百度概念;DeepSeek概念;共封装光学(CPO);数据中心(AIDC);深股通;融资融券,002906,33,33,002906.SZ
天然气;小金属概念;氟化工概念;金属钴;金属铜;海南自贸区;黄金概念;参股保险;固废处理;乡村振兴;参股银行;碳中和;自由贸易港;锂电池概念;土壤修复;旅游概念;回购增持再贷款概念;创投;沪股通;融资融券,601969,17,20,601969.SH
华为概念;海峡两岸;智能穿戴;人民币贬值受益;消费电子概念;独角兽概念;新能源汽车;MiniLED;OLED;融资融券,001373,33,10,001373.SZ
三胎概念;医美概念;跨境电商;医疗器械概念;创投;智能医疗;AI应用;人工智能;创新药;西部大开发;深股通;融资融券,300957,33,12,300957.SZ
宠物经济;人造肉;烟草;乡村振兴;西部大开发;人工智能;一带一路;新型烟草(电子烟);融资融券;深股通,300741,33,10,300741.SZ
成飞概念;航空发动机;专精特新;军民融合;海工装备;商业航天;卫星导航;军工;无人机;大飞机;农机;可控核聚变;低空经济;核电;新疆振兴;西部大开发;ST板块;国企改革;乡村振兴;股权转让(并购重组),300159,33,20,300159.SZ
动物疫苗;禽流感;合成生物;宠物经济;西部大开发;人工智能;沪股通;融资融券,600201,17,8,600201.SH
特斯拉概念;汽车电子,603159,17,2,603159.SH
雅下水电概念;新型城镇化;水利;一带一路;DeepSeek概念;西部大开发;乡村振兴;国企改革;3D打印;新疆振兴;深股通;融资融券,002307,33,12,002307.SZ
信托概念;同花顺中特估100;新疆振兴;期货概念;跨境支付(CIPS);参股券商;参股银行;国企改革;数字货币;西部大开发;碳中和;氢能源;一带一路;创投;深股通;可控核聚变;中字头股票;融资融券,000617,33,18,000617.SZ
地下管网;中俄贸易概念;一带一路;专精特新;融资融券;页岩气;海工装备;人民币贬值受益,920694,151,8,920694.BJ
租售同权;物业管理;冰雪产业;旅游概念;证金持股;广东自贸区;国企改革;横琴新区;数字经济;回购增持再贷款概念;粤港澳大湾区;华为概念;沪股通;融资融券,600325,17,14,600325.SH
华为汽车;西部大开发;机器人概念;无人驾驶;国企改革;新能源汽车;燃料电池;中字头股票;车联网(车路协同);央企国企改革;DeepSeek概念;氢能源;动力电池回收;无人机;华为概念;汽车电子;沪股通;融资融券,601965,17,18,601965.SH
脑机接口;智慧城市;人工智能;工业互联网;东数西算(算力);军工;机器人概念;新型工业化;储能;无人机;卫星导航;商业航天;国企改革;央企国企改革;汽车电子;消费电子概念;沪股通;融资融券,600775,17,18,600775.SH
猴痘概念;医美概念;流感;医疗器械概念;医药电商;智能医疗;养老概念;人工智能;DeepSeek概念;沪股通;融资融券,688389,17,11,688389.SH
流感;医药电商;装配式建筑;合成生物;创新药;医美概念;医疗器械概念;眼科医疗;西部大开发;锂电池概念;氟化工概念;融资融券,000790,33,12,000790.SZ
青蒿素;NMN概念;维生素;合成生物;医美概念;肝炎概念;医药电商;辅助生殖;创新药;钠离子电池;回购增持再贷款概念;储能;沪股通;融资融券,600216,17,14,600216.SH
特钢概念;煤化工概念;央企国企改革;证金持股;国企改革;高铁;新能源汽车;数据中心(AIDC);沪股通;融资融券,600808,17,10,600808.SH
电力物联网;虚拟电厂;智能电网;特高压;高压快充;充电桩;数字孪生;智慧城市;空间计算;储能;数据要素;碳交易;时空大数据;低空经济;军工;人工智能;京津冀一体化;无人机;机器人概念;融资融券,688597,17,20,688597.SH
金属铜;黄金概念;小金属概念;央企国企改革;西部大开发;国企改革;期货概念;深股通;融资融券,000878,33,9,000878.SZ
新型工业化;华为概念;信创;人工智能;鸿蒙概念;融资融券,688657,17,6,688657.SH
无人驾驶;比亚迪概念;高端装备;污水处理;芯片概念;机器人概念;物联网;新能源汽车;机器视觉;高铁;第三代半导体;智能物流;车联网(车路协同);智能医疗;烟草;融资融券;工业互联网;固废处理;专精特新;数字孪生;京津冀一体化;垃圾分类;国企改革;一体化压铸;新型工业化;央企国企改革;工业母机;医疗废物处理,920579,151,28,920579.BJ
卫星导航;商业航天;军工;核电;高端装备;高铁;人工智能;央企国企改革;机器人概念;芯片概念;MCU芯片;智能物流;国企改革;存储芯片;融资融券;深股通,300455,33,16,300455.SZ
代糖概念;一带一路;深股通;融资融券,002078,33,4,002078.SZ
仿制药一致性评价;创新药;医药电商;肝炎概念;维生素;民营医院;基因测序;黑龙江自贸区;2025年报预增;深股通;融资融券,002437,33,11,002437.SZ
POE胶膜;消毒剂;国企改革;央企国企改革;锂电池概念;深股通;融资融券,000819,33,7,000819.SZ
高股息精选;沪股通;融资融券;国企改革;PPP概念;DeepSeek概念,600012,17,6,600012.SH
猪肉;养鸡;西部大开发;回购增持再贷款概念;AI应用;比亚迪概念;沪股通;融资融券,603477,17,8,603477.SH
人形机器人;家用电器;共同富裕示范区;机器人概念;无人驾驶;新能源汽车;人民币贬值受益;沪股通,605555,17,8,605555.SH
储能;新型城镇化;PPP概念;装配式建筑;新能源汽车;机器人概念;传感器;汽车芯片;摘帽;股权转让(并购重组),603007,17,10,603007.SH
统一大市场;跨境电商;智能物流;共同富裕示范区;一带一路;航运概念;换电概念;新能源汽车;工业互联网;回购增持再贷款概念,001228,33,10,001228.SZ
房屋检测;土壤修复;水利;雄安新区;核污染防治;碳交易;碳中和;国企改革;央企国企改革;光伏建筑一体化;雅下水电概念;核电;商业航天;光伏概念;沪股通,603060,17,15,603060.SH
无人机;安防;低空经济;职业教育;国企改革;阿里巴巴概念;沪股通;融资融券,603373,17,8,603373.SH
光伏概念;专精特新;高铁;中俄贸易概念;水利;新股与次新股;融资融券,920101,151,7,920101.BJ
代糖概念;生物质能发电;合成生物;煤化工概念;锂电池概念;光伏概念;固态电池;深股通;融资融券,002597,33,9,002597.SZ
仿制药一致性评价;肝炎概念;流感;创新药;眼科医疗;智能医疗;沪股通,603367,17,7,603367.SH
高股息精选;NFT概念;体育产业;IP经济(谷子经济);文化传媒概念;职业教育;知识产权保护;国企改革;虚拟数字人;元宇宙;AIGC概念;数据确权;西部大开发;数字经济;DeepSeek概念;区块链;AI应用;人工智能;独角兽概念;百度概念;华为概念;沪股通,601811,17,22,601811.SH
无人驾驶;新能源汽车;比亚迪概念;车联网(车路协同);传感器;专精特新;汽车电子;融资融券;沪股通,603786,17,9,603786.SH
特色小镇;三胎概念;数字经济;人工智能;职业教育;在线教育;粤港澳大湾区;旅游概念;文化传媒概念;IP经济(谷子经济);国企改革;深股通,002678,33,12,002678.SZ
烟草;新型烟草(电子烟);PVDF概念;医疗器械概念;锂电池概念;固态电池;钠离子电池;比亚迪概念;创投;宁德时代概念;国企改革;PET铜箔;沪股通;融资融券;股权转让(并购重组),601515,17,15,601515.SH
绿色电力;储能;光伏概念;人工智能;共同富裕示范区;专精特新;人民币贬值受益;芯片概念;沪股通;融资融券,688348,17,10,688348.SH
跨境电商;可降解塑料;人民币贬值受益;深股通;融资融券,001356,33,5,001356.SZ
特钢概念;国企改革;回购增持再贷款概念;央企国企改革;天然气;沪股通;融资融券,600231,17,7,600231.SH
苹果概念;电力物联网;智能电网;核污染防治;宁德时代概念;储能;无人机;锂电池概念;高端装备;机器人概念;军工;工业互联网;无人驾驶;军民融合;深股通,300201,33,15,300201.SZ
高股息精选;期货概念;参股券商;PPP概念;国企改革;深股通;融资融券;粤港澳大湾区;动力电池回收;新能源汽车;充电桩,000828,33,11,000828.SZ
军工信息化;军民融合;大飞机;军工;商业航天;无人机;低空经济;西部大开发;国企改革;光伏概念;硅能源;股权转让(并购重组);深股通,000561,33,13,000561.SZ
眼科医疗;医美概念;沪股通;融资融券,688366,17,4,688366.SH
土地流转;三胎概念;碳中和;乡村振兴;国企改革;白酒概念;碳交易;2025年报预增;沪股通,600189,17,9,600189.SH
光刻胶;染料;PCB概念;石墨烯;5G;固态电池;储能;股权转让(并购重组),300522,33,8,300522.SZ
数据中心(AIDC);AI PC;商业航天;军工;高压快充;苹果概念;充电桩;华为概念;光伏概念;储能;消费电子概念;智能穿戴;一带一路;深股通;融资融券,002843,33,15,002843.SZ
国企改革;专精特新;融资融券;虚拟现实;OLED;AI眼镜,920001,151,6,920001.BJ
电力物联网;高压氧舱;智能电网;充电桩;数据中心(AIDC);脑机接口;风电;AI应用;人工智能;储能;工业互联网;智能医疗;光伏概念;一带一路;养老概念;参股银行;民营医院;三胎概念;沪股通;融资融券,601567,17,20,601567.SH
创新药;沪股通;融资融券,688505,17,3,688505.SH
减速器;机器人概念;特斯拉概念;军工;专精特新;新能源汽车;两轮车;商业航天;长三角一体化;风电,300817,33,10,300817.SZ
长三角一体化;小米汽车;比亚迪概念;新能源汽车;宁德时代概念;一体化压铸,603917,17,6,603917.SH
猴痘概念;基因测序;肝炎概念;流感;宠物经济;智能医疗;创新药;医疗器械概念;数字经济;创投;DeepSeek概念;人工智能;AI智能体;一带一路;阿里巴巴概念;专精特新;沪股通;融资融券,688289,17,18,688289.SH
烟草;可降解塑料;燃料电池;军工;国企改革;氢能源;央企国企改革;融资融券;沪股通,600433,17,9,600433.SH
流感;仿制药一致性评价;创新药;数字经济;国企改革;融资融券,688189,17,6,688189.SH
光刻胶;有机硅概念;芯片概念;OLED;专精特新;比亚迪概念;光伏概念;新能源汽车;高铁;军工;核电,300200,33,11,300200.SZ
高股息精选;沪股通,605377,17,2,605377.SH
储能;光伏概念;回购增持再贷款概念;人民币贬值受益;专精特新;沪股通;融资融券,688032,17,7,688032.SH
创新药;融资融券,688163,17,2,688163.SH
仿制药一致性评价;肝炎概念;医药电商;流感;创新药;维生素;幽门螺杆菌概念;猴痘概念;减肥药;西部大开发;人工智能;工业互联网;深股通,002907,33,13,002907.SZ
绿色电力;智能电网;钒电池;充电桩;央企国企改革;储能;国企改革;西部大开发;数据中心(AIDC);小金属概念;沪股通;融资融券,600101,17,12,600101.SH
民营医院;合成生物;医疗器械概念;智能医疗;国企改革;消毒剂;脑机接口;医疗废物处理;回购增持再贷款概念;智能物流;AI应用;DeepSeek概念;人工智能;机器人概念;人形机器人;华为概念;沪股通;融资融券;光刻胶,600587,17,19,600587.SH
人形机器人;两轮车;新型工业化;机器人概念;无人驾驶;AI应用;智能座舱;机器视觉;新能源汽车;AI智能体;鸿蒙概念;智能家居;低空经济;安防;阿里巴巴概念;DeepSeek概念;人工智能;人民币贬值受益;无人机;无线耳机;物联网;空气能热泵;养老概念;粤港澳大湾区;充电桩;储能;锂电池概念;光伏概念;数据中心(AIDC);医美概念;无线充电;钠离子电池;高压快充;绿色电力;智能电网;深股通;融资融券,002139,33,37,002139.SZ
高铁;高端装备;无人驾驶;一带一路;融资融券,301016,33,5,301016.SZ
民营医院;医疗器械概念;跨境电商;智能医疗;回购增持再贷款概念;蚂蚁集团概念;DeepSeek概念;人工智能;AI智能体;深股通;融资融券,300298,33,11,300298.SZ
民营医院;眼科医疗;智能医疗;创新药;医药电商;2025年报预增;融资融券;深股通,300573,33,8,300573.SZ
金属回收;大飞机;宁德时代概念;锂电池概念;高铁;一带一路;新能源汽车;机器人概念;人民币贬值受益;证金持股;高股息精选;沪股通;融资融券,600219,17,13,600219.SH
海南自贸区;化债概念(AMC概念);钒电池;融资融券;深股通,000567,33,5,000567.SZ
