股票代码,code,所属概念数量,所属概念,market_code
000156.SZ,000156,36,短剧游戏;文化传媒概念;虚拟数字人;IP经济(谷子经济);AI应用;AIGC概念;AI智能体;旅游概念;DeepSeek概念;养老概念;多模态AI;数字乡村;智慧政务;腾讯概念;阿里巴巴概念;抖音概念(字节概念);数字经济;人工智能;智慧城市;乡村振兴;网络安全;信创;车联网(车路协同);国企改革;算力租赁;物联网;虚拟现实;智能家居;东数西算(算力);机器人概念;智能音箱;5G;深股通;融资融券;AI视频;低空经济,33
603299.SH,603299,7,NMN概念;天然气;国企改革;钠离子电池;储能;沪股通;融资融券,17
301101.SZ,301101,8,IP经济(谷子经济);专精特新;小米概念;智能穿戴;AI眼镜;消费电子概念;深股通;融资融券,33
601216.SH,601216,19,煤化工概念;水泥概念;可降解塑料;煤炭概念;天然气;参股银行;航运概念;参股券商;统一大市场;西部大开发;氢能源;生物疫苗;绿色电力;互联网金融;智能物流;数字经济;阿里巴巴概念;沪股通;融资融券,17
603310.SH,603310,5,氟化工概念;创投;专精特新;沪股通;融资融券,17
600255.SH,600255,8,铜缆高速连接;消费电子概念;金属铜;2026一季报预增;沪股通;国企改革;2026中报预增;融资融券,17
300010.SZ,300010,20,托育服务;ST板块;财税数字化;语音技术;在线教育;智慧政务;旅游概念;AI应用;AI视频;智谱AI;AIGC概念;PPP概念;京津冀一体化;AI智能体;信创;百度概念;DeepSeek概念;人工智能;腾讯概念;机器人概念,33
603798.SH,603798,5,氢能源;燃料电池;军民融合;军工;新能源汽车,17
603333.SH,603333,18,氟化工概念;专精特新;水利;高铁;西部大开发;海工装备;核电;一带一路;特高压;军工;光伏概念;新能源汽车;充电桩;储能;锂电池概念;风电;沪股通;股权转让(并购重组),17
600035.SH,600035,15,高股息精选;国企改革;在线教育;智能医疗;人工智能;氢能源;ETC;国产操作系统;车联网(车路协同);物联网;华为概念;无线耳机;WiFi 6;沪股通;融资融券,17
000972.SZ,000972,9,农业种植;乡村振兴;新疆振兴;西部大开发;国企改革;维生素;医疗器械概念;股权转让(并购重组);摘帽,33
600000.SH,600000,6,高股息精选;证金持股;信托概念;跨境支付(CIPS);沪股通;融资融券,17
301503.SZ,301503,12,中俄贸易概念;人工智能;人民币贬值受益;粤港澳大湾区;电子竞技;智能物流;一带一路;机器人概念;数据中心(AIDC);消费电子概念;芯片概念;融资融券,33
601988.SH,601988,6,高股息精选;同花顺中特估100;证金持股;跨境支付(CIPS);沪股通;融资融券,17
300650.SZ,300650,17,5G;传感器;小米概念;无线耳机;汽车电子;芯片概念;智慧灯杆;华为概念;物联网;比亚迪概念;海峡两岸;MiniLED;机器人概念;智慧城市;存储芯片;元宇宙;人民币贬值受益,33
600170.SH,600170,30,参股券商;证金持股;上海国企改革;水泥概念;PPP概念;乡村振兴;物业管理;地下管网;国企改革;装配式建筑;新型城镇化;雄安新区;房屋检测;土壤修复;水利;一带一路;绿色电力;光伏建筑一体化;DeepSeek概念;碳中和;人工智能;数字孪生;黄金概念;核电;低空经济;机器人概念;数据中心(AIDC);融资融券;建筑节能;沪股通,17
600167.SH,600167,11,生物质能发电;绿色电力;参股保险;文化传媒概念;创投;氢能源;人工智能;AI智能体;华为概念;沪股通;融资融券,17
603002.SH,603002,10,PCB概念;先进封装;芯片概念;5G;英伟达概念;海峡两岸;比亚迪概念;3D打印;2026中报预增;沪股通,17
920892.BJ,920892,16,储能;高股息精选;AI应用;DeepSeek概念;AIGC概念;商业航天;碳交易;融资融券;粤港澳大湾区;新型城镇化;数字经济;房屋检测;国企改革;低空经济;乡村振兴;一带一路,151
603596.SH,603596,16,华为汽车;长安汽车概念;人形机器人;特斯拉概念;飞行汽车(eVTOL);无人驾驶;机器人概念;低空经济;新能源汽车;比亚迪概念;汽车电子;创投;专精特新;人工智能;融资融券;沪股通,17
300998.SZ,300998,9,比亚迪概念;新能源汽车;海工装备;宁德时代概念;锂电池概念;机器人概念;人形机器人;股权转让(并购重组);融资融券,33
600037.SH,600037,14,文化传媒概念;国资云;DeepSeek概念;云游戏;智慧城市;物联网;国企改革;华为概念;央企国企改革;数据中心(AIDC);证金持股;5G;融资融券;沪股通,17
600769.SH,600769,2,国企改革;沪股通,17
688459.SH,688459,15,中俄贸易概念;黑龙江自贸区;国企改革;一带一路;高铁;人工智能;机器人概念;华为概念;专精特新;卫星导航;传感器;芯片概念;MCU芯片;高端装备;融资融券,17
000885.SZ,000885,13,生物质能发电;碳交易;国企改革;固废处理;污水处理;绿色电力;垃圾分类;碳中和;氢能源;数字经济;百度概念;深股通;融资融券,33
600581.SH,600581,9,ST板块;特钢概念;新疆振兴;国企改革;煤炭概念;西部大开发;一带一路;央企国企改革;风电,22
601899.SH,601899,19,金属铅;金属锌;黄金概念;金属铜;金属钴;小金属概念;盐湖提锂;同花顺出海50;福建自贸区;一带一路;锂电池概念;国企改革;证金持股;同花顺中特估100;沪股通;融资融券;同花顺漂亮100;氢能源;2026中报预增,17
300443.SZ,300443,8,风电;创投;海工装备;军工;减速器;核电;融资融券;深股通,33
600710.SH,600710,23,航运概念;土壤修复;央企国企改革;阿里巴巴概念;污水处理;创投;光伏建筑一体化;固废处理;乡村振兴;国企改革;工业互联网;人民币贬值受益;机器人概念;数据中心(AIDC);华为数字能源;新能源汽车;可降解塑料;高股息精选;储能;光伏概念;东数西算(算力);沪股通;融资融券,17
002229.SZ,002229,20,算力租赁;数字水印;Web3.0;云计算;ChatGPT概念;虚拟数字人;AIGC概念;数据要素;元宇宙;区块链;东数西算(算力);数字经济;DeepSeek概念;人工智能;数据中心(AIDC);体育产业;海峡两岸;福建自贸区;融资融券;深股通,33
600033.SH,600033,7,参股保险;参股银行;国企改革;福建自贸区;海峡两岸;融资融券;沪股通,17
000538.SZ,000538,13,超级品牌;高股息精选;医药电商;证金持股;创新药;同花顺漂亮100;医美概念;工业大麻;参股券商;西部大开发;深股通;融资融券;华为概念,33
601016.SH,601016,9,绿色电力;风电;储能;新疆振兴;央企国企改革;国企改革;京津冀一体化;沪股通;融资融券,17
002386.SZ,002386,16,磷化工;钛白粉概念;水泥概念;煤炭概念;西部大开发;国企改革;氢能源;锂电池概念;固态电池;绿色电力;宁德时代概念;储能;工业互联网;2026中报预增;融资融券;深股通,33
688187.SH,688187,29,国家大基金持股;第三代半导体;柔性直流输电;特高压;汽车芯片;芯片概念;智能电网;数据中心(AIDC);光伏概念;充电桩;储能;小米概念;传感器;风电;新能源汽车;海工装备;无人驾驶;高铁;氢能源;机器人概念;长安汽车概念;可燃冰;数据要素;一带一路;央企国企改革;国企改革;高端装备;沪股通;融资融券,17
688135.SH,688135,17,汽车芯片;存储芯片;先进封装;芯片概念;5G;传感器;东数西算(算力);卫星导航;专精特新;比亚迪概念;无人驾驶;阿里巴巴概念;消费电子概念;MCU芯片;汽车电子;沪股通;融资融券,17
603819.SH,603819,5,安防;新能源汽车;风电;2026中报预增;股权转让(并购重组),17
600850.SH,600850,55,华为盘古;国资云;华为鲲鹏;数据安全;智慧政务;云计算;网络安全;ChatGPT概念;多模态AI;华为昇腾;信创;AI应用;AIGC概念;AI智能体;数据要素;数字乡村;阿里巴巴概念;虚拟数字人;腾讯概念;人脸识别;短剧游戏;互联网金融;数字孪生;跨境支付(CIPS);DeepSeek概念;智慧城市;智能电网;数字经济;职业教育;人工智能;东数西算(算力);智能医疗;物联网;车联网(车路协同);工业互联网;数据中心(AIDC);水利;华为概念;低空经济;乡村振兴;核电;大飞机;国企改革;机器人概念;央企国企改革;卫星导航;新型工业化;商业航天;液冷服务器;无人驾驶;人形机器人;WiFi 6;沪股通;光刻机;融资融券,17
603036.SH,603036,2,天然气;俄乌冲突概念,17
603171.SH,603171,20,财税数字化;ChatGPT概念;华为鲲鹏;AIGC概念;智慧政务;云计算;信创;鸿蒙概念;AI应用;数据要素;AI智能体;阿里巴巴概念;蚂蚁集团概念;数字经济;DeepSeek概念;人工智能;智慧城市;中国AI 50;融资融券;沪股通,17
603505.SH,603505,9,氟化工概念;民爆概念;锂电池概念;乡村振兴;液冷服务器;数据中心(AIDC);一带一路;融资融券;沪股通,17
601112.SH,601112,8,注册制次新股;碳纤维;风电;光伏概念;比亚迪概念;新能源汽车;新股与次新股;融资融券,17
002111.SZ,002111,15,大飞机;低空经济;军工;成飞概念;高端装备;无人机;智慧城市;机器人概念;医疗器械概念;智能医疗;海工装备;换电概念;无人驾驶;2026中报预增;深股通,33
002416.SZ,002416,20,参股保险;互联网金融;创投;锂电池概念;区块链;人工智能;粤港澳大湾区;AI智能体;新能源汽车;物联网;阿里巴巴概念;储能;虚拟现实;算力租赁;东数西算(算力);高股息精选;消费电子概念;苹果概念;深股通;融资融券,33
002940.SZ,002940,9,创新药;仿制药一致性评价;幽门螺杆菌概念;维生素;合成生物;宠物经济;共同富裕示范区;MR(混合现实);深股通,33
601005.SH,601005,11,特钢概念;国企改革;央企国企改革;西部大开发;风电;海工装备;核电;军工;新能源汽车;沪股通;融资融券,17
600236.SH,600236,9,绿色电力;碳交易;风电;央企国企改革;国企改革;高股息精选;西部大开发;沪股通;融资融券,17
920003.BJ,920003,3,数字经济;融资融券;新股与次新股,151
603515.SH,603515,9,超级品牌;高股息精选;智慧灯杆;智能家居;智慧城市;鸿蒙概念;华为概念;沪股通;融资融券,17
300871.SZ,300871,5,创新药;合成生物;宠物经济;医药电商;融资融券,33
920099.BJ,920099,8,高端装备;PEEK材料;中俄贸易概念;环氧丙烷;一带一路;可降解塑料;专精特新;融资融券,151
002935.SZ,002935,17,军民融合;军工信息化;卫星导航;军工;商业航天;量子科技;芯片概念;华为概念;医疗器械概念;西部大开发;智能穿戴;央企国企改革;存储芯片;国企改革;消费电子概念;融资融券;深股通,33
000623.SZ,000623,16,参股券商;医药电商;创新药;维生素;肝炎概念;流感;三胎概念;农业种植;幽门螺杆菌概念;网红经济;乡村振兴;创投;工业互联网;深股通;融资融券;2026中报预增,33
688248.SH,688248,17,虚拟电厂;柔性直流输电;智能电网;风电;储能;DeepSeek概念;人工智能;华为概念;央企国企改革;低空经济;氢能源;无人机;国企改革;机器人概念;人形机器人;沪股通;融资融券,17
002637.SZ,002637,5,消毒剂;污水处理;一带一路;食品安全;深股通,33
002468.SZ,002468,11,统一大市场;智能物流;乡村振兴;人工智能;数字经济;长三角一体化;阿里巴巴概念;2026一季报预增;深股通;2026中报预增;融资融券,33
300069.SZ,300069,6,特高压;燃料电池;智能电网;商业航天;核电;文化传媒概念,33
300786.SZ,300786,22,光刻胶;存储芯片;光刻机;先进封装;OLED;芯片概念;专精特新;HJT电池;光伏概念;商业航天;净水概念;空气能热泵;家用电器;医疗器械概念;海工装备;中俄贸易概念;污水处理;雄安新区;冷链物流;新疆振兴;煤化工概念;股权转让(并购重组),33
300002.SZ,300002,34,手机游戏;网络游戏;AIGC概念;AI应用;区块链;在线教育;职业教育;ChatGPT概念;数字经济;AI智能体;智慧政务;DeepSeek概念;人工智能;人脸识别;智慧城市;云计算;数字孪生;数据安全;信创;网络安全;工业互联网;创投;乡村振兴;物联网;算力租赁;机器人概念;电力物联网;华为概念;东数西算(算力);智能电网;数据中心(AIDC);5G;深股通;融资融券,33
688334.SH,688334,14,智能电网;柔性直流输电;核电;特高压;充电桩;央企国企改革;无人机;一带一路;西部大开发;超导概念;国企改革;固态电池;沪股通;融资融券,17
002915.SZ,002915,9,氟化工概念;PEEK材料;专精特新;钠离子电池;固态电池;光伏概念;超级电容;深股通;融资融券,33
600732.SH,600732,7,TOPCON电池;BC电池;光伏建筑一体化;光伏概念;风电;沪股通;融资融券,17
002024.SZ,002024,17,超级品牌;农村电商;乡村振兴;ST板块;无人零售;跨境电商;独角兽概念;智能医疗;智能物流;互联网金融;区块链;DeepSeek概念;人工智能;家用电器;AI智能体;阿里巴巴概念;智能家居,33
601567.SH,601567,21,电力物联网;AI应用;高压氧舱;智能电网;脑机接口;人工智能;智能医疗;充电桩;工业互联网;数据中心(AIDC);风电;储能;养老概念;一带一路;参股银行;三胎概念;光伏概念;民营医院;沪股通;数字经济;融资融券,17
601608.SH,601608,24,大飞机;国产航母;高端装备;新型工业化;商业航天;军工;工业互联网;机器人概念;一体化压铸;人工智能;减速器;核电;海工装备;人形机器人;一带一路;华为概念;风电;国企改革;光伏概念;F5G概念;同花顺中特估100;融资融券;沪股通;中字头股票,17
600031.SH,600031,13,同花顺出海50;农机;雅下水电概念;工业互联网;高端装备;机器人概念;一带一路;人民币贬值受益;无人驾驶;同花顺漂亮100;新疆振兴;沪股通;融资融券,17
301669.SZ,301669,11,虚拟电厂;新能源汽车;储能;一带一路;专精特新;注册制次新股;芯片概念;深股通;钠离子电池;新股与次新股;融资融券,33
688085.SH,688085,6,智能医疗;医疗器械概念;机器人概念;专精特新;沪股通;融资融券,17
003026.SZ,003026,5,芯片概念;硅能源;汽车电子;传感器;2026中报预增,33
002906.SZ,002906,33,汽车热管理;华为汽车;小米汽车;长安汽车概念;人形机器人;特斯拉概念;一体化压铸;飞行汽车(eVTOL);智能座舱;无人驾驶;机器人概念;新能源汽车;比亚迪概念;无线充电;毫米波雷达;小米概念;低空经济;车联网(车路协同);星闪概念;汽车电子;卫星导航;华为概念;一带一路;宁德时代概念;百度概念;横琴新区;DeepSeek概念;创投;粤港澳大湾区;数据中心(AIDC);共封装光学(CPO);深股通;融资融券,33
688593.SH,688593,8,电子纸;AI眼镜;MicroLED概念;OLED;智能穿戴;芯片概念;沪股通;融资融券,17
600153.SH,600153,15,高股息精选;白酒概念;物业管理;新型城镇化;国企改革;一带一路;福建自贸区;DeepSeek概念;海峡两岸;沪股通;融资融券;小米汽车;金属铜;新能源汽车;光伏概念,17
