股票代码,所属概念数量,所属概念,market_code,code
002869.SZ,23,ETC;车联网(车路协同);数据要素;鸿蒙概念;智慧城市;无人驾驶;百度概念;智慧灯杆;智能座舱;数字孪生;数字经济;长安汽车概念;华为概念;人工智能;物联网;机器人概念;汽车电子;新能源汽车;毫米波雷达;粤港澳大湾区;专精特新;深股通;融资融券,33,002869
002987.SZ,23,跨境支付(CIPS);数字货币;移动支付;电子身份证;互联网金融;区块链;鸿蒙概念;智慧政务;数字经济;数据要素;国产操作系统;AI智能体;信创;虚拟数字人;百度概念;数据安全;DeepSeek概念;知识产权保护;人工智能;京津冀一体化;AI应用;融资融券;深股通,33,002987
688799.SH,8,创新药;仿制药一致性评价;肝炎概念;幽门螺杆菌概念;合成生物;专精特新;沪股通;融资融券,17,688799
301153.SZ,23,电子身份证;智慧政务;财税数字化;移动支付;区块链;数据要素;数字货币;鸿蒙概念;AI智能体;数字经济;信创;蚂蚁集团概念;互联网金融;腾讯概念;阿里巴巴概念;智慧城市;DeepSeek概念;人工智能;华为概念;AI应用;国企改革;深股通;融资融券,33,301153
603341.SH,26,星闪概念;智能座舱;车联网(车路协同);智能音箱;小米概念;虚拟现实;华为概念;智能穿戴;物联网;无线充电;空间计算;机器人概念;小米汽车;无线耳机;AI眼镜;汽车电子;AI PC;5G;消费电子概念;数字经济;创投;PCB概念;回购增持再贷款概念;一带一路;沪股通;融资融券,17,603341
605268.SH,8,人脸识别;安防;物联网;智慧城市;新型城镇化;智能家居;数据要素;华为概念,17,605268
000659.SZ,3,啤酒概念;横琴新区;粤港澳大湾区,33,000659
601928.SH,17,手机游戏;文化传媒概念;网络游戏;短剧游戏;在线教育;职业教育;蚂蚁集团概念;AI智能体;DeepSeek概念;国企改革;算力租赁;AI应用;虚拟现实;东数西算(算力);融资融券;数据中心;沪股通,17,601928
300211.SZ,9,智能穿戴;传感器;消费电子概念;血氧仪;物联网;芯片概念;人工智能;医疗器械概念;ST板块,33,300211
688550.SH,12,光刻胶;OLED;人民币贬值受益;钙钛矿电池;西部大开发;国企改革;乡村振兴;减肥药;创新药;股权转让(并购重组);沪股通;融资融券,17,688550
601288.SH,6,高股息精选;同花顺中特估100;证金持股;沪股通;融资融券;跨境支付(CIPS),17,601288
600522.SH,41,光纤概念;铜缆高速连接;共封装光学(CPO);特高压;超导概念;液冷服务器;6G概念;柔性直流输电;可控核聚变;超级电容;海工装备;5G;核电;风电;光伏概念;智能电网;钙钛矿电池;数据中心;商业航天;量子科技;新能源汽车;储能;一带一路;汽车电子;氢能源;东数西算(算力);固态电池;锂电池概念;工业互联网;绿色电力;机器人概念;华为概念;低空经济;碳中和;阿里巴巴概念;DeepSeek概念;数字经济;数据要素;证金持股;沪股通;融资融券,17,600522
601065.SH,8,国企改革;锂电池概念;储能;盐湖提锂;工业互联网;海峡两岸;沪股通;融资融券,17,601065
301232.SZ,11,航空发动机;商业航天;大飞机;无人机;低空经济;核电;工业互联网;专精特新;机器人概念;风电;融资融券,33,301232
002127.SZ,17,网红经济;文化传媒概念;IP经济(谷子经济);短剧游戏;ChatGPT概念;AI智能体;跨境电商;DeepSeek概念;抖音概念(字节概念);三胎概念;创投;AI应用;露营经济;华为概念;长三角一体化;深股通;融资融券,33,002127
688017.SH,10,减速器;人形机器人;同花顺新质50;新型工业化;中国AI 50;专精特新;机器人概念;2025年报预增;沪股通;融资融券,17,688017
301166.SZ,11,基因测序;猴痘概念;细胞免疫治疗;医疗器械概念;合成生物;医药电商;重组蛋白;跨境电商;减肥药;海峡两岸;融资融券,33,301166
002841.SZ,20,星闪概念;智能家居;智能座舱;车联网(车路协同);人工智能;小米概念;智能穿戴;DeepSeek概念;机器人概念;家用电器;AI眼镜;智慧政务;在线教育;AIGC概念;汽车电子;云办公;物业管理;AI应用;深股通;融资融券,33,002841
920060.BJ,13,商业航天;一带一路;无人驾驶;毫米波雷达;共封装光学(CPO);充电桩;AI PC;机器人概念;融资融券;消费电子概念;汽车电子;家用电器;PCB概念,151,920060
603131.SH,13,卫星导航;商业航天;军工;海工装备;高端装备;工业母机;新型工业化;机器人概念;专精特新;新能源汽车;长三角一体化;人民币贬值受益;沪股通,17,603131
601005.SH,11,特钢概念;央企国企改革;国企改革;西部大开发;风电;海工装备;核电;军工;新能源汽车;沪股通;融资融券,17,601005
002302.SZ,16,水泥概念;装配式建筑;雄安新区;国企改革;新疆振兴;同花顺中特估100;一带一路;西部大开发;央企国企改革;数字经济;数据要素;风电;核电;3D打印;深股通;融资融券,33,002302
600064.SH,8,证金持股;参股券商;参股银行;国企改革;污水处理;创投;融资融券;沪股通,17,600064
600107.SH,4,ST板块;医药电商;储能;天然气,22,600107
000692.SZ,2,风电;充电桩,33,000692
002003.SZ,3,同花顺出海50;融资融券;深股通,33,002003
600373.SH,14,手机游戏;文化传媒概念;短剧游戏;网络游戏;Sora概念(文生视频);IP经济(谷子经济);在线教育;AIGC概念;数字经济;虚拟现实;AI应用;国企改革;沪股通;融资融券,17,600373
000800.SZ,15,国企改革;氢能源;燃料电池;央企国企改革;新能源汽车;固态电池;宁德时代概念;军工;车联网(车路协同);无人驾驶;DeepSeek概念;深股通;融资融券;华为概念;股权转让(并购重组),33,000800
688456.SH,19,商业航天;卫星导航;航空发动机;3D打印;军工;PCB概念;芯片概念;先进封装;军民融合;华为概念;华为昇腾;机器人概念;数据中心;光伏概念;BC电池;金属镍;央企国企改革;国企改革;融资融券,17,688456
920578.BJ,8,新能源汽车;融资融券;新型工业化;机器人概念;西部大开发;工业互联网;专精特新;工业母机,151,920578
301058.SZ,17,粮食概念;大豆;乡村振兴;冷链物流;国企改革;中俄贸易概念;冰雪产业;一带一路;农机;体育产业;央企国企改革;食品安全;高端装备;机器人概念;深股通;中字头股票;融资融券,33,301058
603650.SH,10,光刻胶;中芯国际概念;存储芯片;OLED;芯片概念;上海自贸区;石墨烯;可降解塑料;融资融券;沪股通,17,603650
002723.SZ,12,短剧游戏;空气能热泵;露营经济;PPP概念;新型烟草(电子烟);家用电器;跨境电商;储能;液冷服务器;医疗器械概念;军工;宠物经济,33,002723
000521.SZ,20,冷链物流;垃圾分类;净水概念;国企改革;医疗器械概念;高股息精选;家用电器;空气能热泵;一带一路;回购增持再贷款概念;智能家居;血氧仪;人工智能;DeepSeek概念;工业互联网;鸿蒙概念;小米概念;量子科技;深股通;融资融券,33,000521
601669.SH,41,中字头股票;绿色电力;抽水蓄能;光热发电;碳交易;雅下水电概念;风电;特高压;虚拟电厂;土壤修复;同花顺中特估100;污水处理;PPP概念;碳中和;新型城镇化;水利;储能;央企国企改革;雄安新区;燃料电池;核电;国企改革;一带一路;光伏概念;证金持股;乡村振兴;同花顺漂亮100;金属钴;海工装备;高端装备;小金属概念;京津冀一体化;数据中心;低空经济;沪股通;融资融券;智慧城市;商业航天;人工智能;DeepSeek概念;AI智能体,17,601669
603108.SH,15,华为盘古;AIGC概念;AI智能体;智能医疗;DeepSeek概念;人工智能;华为概念;创投;AI应用;医疗器械概念;猴痘概念;幽门螺杆菌概念;国企改革;沪股通;融资融券,17,603108
002080.SZ,22,PCB概念;5G;6G概念;宁德时代概念;固态电池;2025年报预增;锂电池概念;新能源汽车;海工装备;无人机;军工;燃料电池;商业航天;风电;氢能源;一带一路;污水处理;央企国企改革;国企改革;深股通;中字头股票;融资融券,33,002080
600997.SH,5,煤炭概念;煤化工概念;国企改革;沪股通;融资融券,17,600997
600535.SH,13,仿制药一致性评价;医药电商;创新药;重组蛋白;肝炎概念;生物疫苗;工业大麻;智能医疗;国企改革;央企国企改革;沪股通;融资融券;股权转让(并购重组),17,600535
688153.SH,20,汽车芯片;星闪概念;卫星导航;WiFi 6;芯片概念;5G;小米概念;无人机;低空经济;消费电子概念;汽车电子;机器人概念;专精特新;比亚迪概念;新能源汽车;人民币贬值受益;京津冀一体化;回购增持再贷款概念;沪股通;融资融券,17,688153
000301.SZ,11,环氧丙烷;煤化工概念;POE胶膜;回购增持再贷款概念;同花顺漂亮100;锂电池概念;深股通;碳纤维;光伏概念;工业互联网;融资融券,33,000301
600371.SH,8,转基因;玉米;粮食概念;农业种植;化肥;乡村振兴;黑龙江自贸区;回购增持再贷款概念,17,600371
600628.SH,10,冰雪产业;网红经济;国企改革;绿色电力;物业管理;IP经济(谷子经济);医药电商;证金持股;医疗器械概念;沪股通,17,600628
688252.SH,11,芯片概念;消费电子概念;智能穿戴;智能音箱;电子纸;人民币贬值受益;海峡两岸;抖音概念(字节概念);高压快充;沪股通;融资融券,17,688252
688484.SH,20,MCU芯片;汽车芯片;AI手机;芯片概念;AI眼镜;智能座舱;消费电子概念;汽车电子;小米概念;传感器;智能穿戴;无线充电;液冷服务器;机器人概念;人民币贬值受益;阿里巴巴概念;锂电池概念;储能;沪股通;融资融券,17,688484
688716.SH,11,PEEK材料;人形机器人;3D打印;专精特新;新能源汽车;机器人概念;碳纤维;商业航天;大飞机;医疗器械概念;融资融券,17,688716
920779.BJ,7,高股息精选;宁德时代概念;融资融券;比亚迪概念;消费电子概念;锂电池概念;固态电池,151,920779
301177.SZ,8,黄金概念;广东自贸区;2025年报预增;DeepSeek概念;IP经济(谷子经济);抖音概念(字节概念);深股通;融资融券,33,301177
300652.SZ,9,脑机接口;人形机器人;长安汽车概念;无人驾驶;机器人概念;新能源汽车;专精特新;芯片概念;深股通,33,300652
300021.SZ,30,粮食概念;生态农业;农业种植;土地流转;乡村振兴;地下管网;新疆振兴;PPP概念;土壤修复;污水处理;新型城镇化;西部大开发;水利;一带一路;光伏建筑一体化;京津冀一体化;雅下水电概念;数字乡村;数字经济;数字孪生;智慧城市;人工智能;DeepSeek概念;物联网;机器人概念;鸿蒙概念;华为概念;AI应用;数据安全;云计算,33,300021
002635.SZ,34,柔性屏(折叠屏);苹果概念;同花顺果指数;MiniLED;MR(混合现实);消费电子概念;OLED;汽车电子;无线充电;智能穿戴;5G;智能音箱;无线耳机;小米概念;传感器;虚拟现实;新能源汽车;特斯拉概念;高压快充;华为概念;智能家居;机器人概念;无人机;充电桩;海峡两岸;长三角一体化;储能;人民币贬值受益;元宇宙;燃料电池;一带一路;氢能源;深股通;融资融券,33,002635
002907.SZ,13,医药电商;仿制药一致性评价;流感;维生素;肝炎概念;创新药;幽门螺杆菌概念;减肥药;猴痘概念;西部大开发;人工智能;工业互联网;深股通,33,002907
600864.SH,11,期货概念;碳交易;互联网金融;参股券商;碳中和;参股银行;创投;黑龙江自贸区;国企改革;沪股通;融资融券,17,600864
600350.SH,10,高股息精选;参股银行;参股券商;PPP概念;沪股通;融资融券;国企改革;绿色电力;智慧城市;回购增持再贷款概念,17,600350
002366.SZ,15,可控核聚变;超超临界发电;核电;商业航天;海工装备;风电;军工;高端装备;一带一路;机器人概念;国企改革;西部大开发;航运概念;深股通;融资融券,33,002366
300546.SZ,29,数字货币;移动支付;电子身份证;蚂蚁集团概念;区块链;鸿蒙概念;人脸识别;信创;华为鲲鹏;智慧政务;数字经济;数据要素;数据安全;网络安全;腾讯概念;智慧城市;车联网(车路协同);云计算;人工智能;DeepSeek概念;数字孪生;量子科技;网约车;智能物流;粤港澳大湾区;机器人概念;专精特新;一带一路;深股通,33,300546
300471.SZ,13,天然气;氢能源;页岩气;中俄贸易概念;燃料电池;一带一路;专精特新;成飞概念;创投;西部大开发;物联网;军工;融资融券,33,300471
603660.SH,24,云办公;时空大数据;多模态AI;ChatGPT概念;智慧政务;AIGC概念;信创;在线教育;AI智能体;数字孪生;智慧城市;量子科技;人脸识别;车联网(车路协同);人工智能;安防;物联网;虚拟现实;华为概念;无人机;机器视觉;智能穿戴;AI应用;融资融券,17,603660
920964.BJ,9,数字乡村;乡村振兴;股权转让(并购重组);物联网;专精特新;融资融券;水利;农机;国企改革,151,920964
301101.SZ,8,IP经济(谷子经济);智能穿戴;小米概念;AI眼镜;专精特新;消费电子概念;深股通;融资融券,33,301101
002539.SZ,12,磷化工;化肥;硅能源;生态农业;锂电池概念;玉米;西部大开发;农业种植;乡村振兴;电子竞技;融资融券;深股通,33,002539
688381.SH,24,汽车芯片;AI手机;消费电子概念;AI眼镜;汽车电子;芯片概念;小米概念;智能座舱;传感器;小米汽车;5G;专精特新;比亚迪概念;虚拟现实;人形机器人;安防;机器人概念;共封装光学(CPO);海峡两岸;人民币贬值受益;数据中心;回购增持再贷款概念;沪股通;融资融券,17,688381
000701.SZ,28,无人零售;福建自贸区;IP经济(谷子经济);海峡两岸;创投;数字经济;互联网金融;智慧城市;智能物流;车联网(车路协同);军工信息化;低空经济;物联网;Web3.0;无人机;华为汽车;AIGC概念;国企改革;专精特新;一带一路;统一大市场;小米汽车;小米概念;石墨烯;MiniLED;金属镍;小金属概念;金属铜,33,000701
300051.SZ,8,HJT电池;钙钛矿电池;TOPCON电池;光伏概念;云计算;福建自贸区;海峡两岸;储能,33,300051
600221.SH,6,自由贸易港;雄安新区;海南自贸区;融资融券;股权转让(并购重组);沪股通,17,600221
000707.SZ,9,化肥;煤化工概念;国企改革;钠离子电池;储能;宁德时代概念;比亚迪概念;股权转让(并购重组);融资融券,33,000707
002832.SZ,4,网红经济;体育产业;融资融券;深股通,33,002832
600399.SH,9,航空发动机;特钢概念;大飞机;商业航天;军工;核电;回购增持再贷款概念;沪股通;融资融券,17,600399
