所属概念,market_code,股票代码,所属概念数量,code
网约车;旅游概念;股权转让(并购重组);车联网(车路协同);低空经济;参股银行;西部大开发;卫星导航;充电桩;宁德时代概念;天然气,33,002357.SZ,11,002357
供销社;乡村振兴;农机;新疆振兴;新型工业化;专精特新,17,603029.SH,6,603029
可降解塑料;专精特新;国企改革;3D打印;融资融券,17,688203.SH,5,688203
共同富裕示范区;长三角一体化;专精特新;一带一路;海工装备;2025年报预增;核电;氢能源;芯片概念;天然气;沪股通,17,603173.SH,11,603173
ST板块;工业大麻;消毒剂;脑机接口;养老概念;三胎概念;合成生物;AI应用;京津冀一体化;DeepSeek概念;医疗器械概念;智能物流;新型工业化;专精特新,33,300430.SZ,14,300430
旅游概念;人工智能;空间计算;AI应用;数据要素;智慧城市;低空经济;时空大数据;粤港澳大湾区;乡村振兴;新型城镇化;一带一路;算力租赁;融资融券,33,300989.SZ,14,300989
水利;污水处理;合成生物;国企改革;光热发电;氢能源;海工装备;机器人概念;核电;央企国企改革;金属回收;锂电池概念;动力电池回收;可控核聚变;盐湖提锂;数据中心(AIDC);芯片概念;稀土永磁,17,600444.SH,18,600444
ST板块;PPP概念;跨境电商;人民币贬值受益;储能,33,300301.SZ,5,300301
AI应用;融资融券;拼多多概念;ERP概念;抖音概念(字节概念);小红书概念;阿里巴巴概念,151,920227.BJ,7,920227
家用电器;长安汽车概念;减速器;华为汽车;一体化压铸;小米汽车;新能源汽车;比亚迪概念;特斯拉概念;华为概念;小米概念;宁德时代概念;融资融券,17,603982.SH,13,603982
物业管理;摘帽,33,000668.SZ,2,000668
共同富裕示范区;专精特新;5G,17,603321.SH,3,603321
PCB概念;2025年报预增;家用电器;长三角一体化;东数西算(算力);风电;虚拟电厂;绿色电力,17,603685.SH,8,603685
算力租赁;云计算;智谱AI;东数西算(算力);快手概念;网络安全;腾讯概念;数据中心(AIDC);阿里巴巴概念;百度概念;数据要素;华为概念;DeepSeek概念;人工智能;芯片概念;粤港澳大湾区;光伏概念;创投;一带一路;绿色电力;融资融券;深股通,33,300738.SZ,22,300738
高股息精选;同花顺中特估100;证金持股;中字头股票;地下管网;国企改革;PPP概念;装配式建筑;新型城镇化;央企国企改革;一带一路;水利;绿色电力;光伏建筑一体化;数字孪生;沪股通;融资融券;风电;核电,17,601668.SH,19,601668
三胎概念;医疗器械概念;智能医疗;人工智能;辅助生殖;幽门螺杆菌概念;专精特新;机器视觉;医药电商;融资融券,17,688067.SH,10,688067
绿色电力;风电;海工装备;金属回收;2025年报预增;融资融券,17,601218.SH,6,601218
文化传媒概念;AIGC概念;小红书概念;数据要素;数字经济;腾讯概念;抖音概念(字节概念);华为概念;融资融券,33,301102.SZ,9,301102
光纤概念;共封装光学(CPO);数据中心(AIDC);安防;华为昇腾;华为概念;网络安全;信创;华为鲲鹏;空间计算;物联网;机器人概念;海峡两岸;低空经济;军工;鸿蒙概念;智慧政务;智慧城市;时空大数据;腾讯概念;AI智能体;AIGC概念;人工智能;数据要素;区块链;AI应用;数字经济;DeepSeek概念;数字乡村;智能医疗;新型城镇化;水利;西部大开发;地下管网;乡村振兴;融资融券,33,301172.SZ,36,301172
智能电网;大飞机;超导概念;可控核聚变;军工;核电;无人机;高铁;低空经济;高端装备;充电桩;新能源汽车;铜缆高速连接;信创;特斯拉概念;飞行汽车(eVTOL);央企国企改革;国企改革;2026一季报预增;沪股通;融资融券,17,600973.SH,21,600973
IP经济(谷子经济);跨境电商;数字经济;创投;腾讯概念;一带一路;虚拟现实;深股通,33,002103.SZ,8,002103
新能源汽车;储能;风电;股权转让(并购重组);沪股通,17,603988.SH,5,603988
白酒概念;乡村振兴;农业种植;股权转让(并购重组),17,603779.SH,4,603779
C2M概念;跨境电商;体育产业,17,603001.SH,3,603001
富士康概念;液冷服务器;5G;数据中心(AIDC);高压快充;东数西算(算力);可控核聚变;特高压;柔性直流输电;成飞概念;军工;宁德时代概念;华为概念;新能源汽车;储能;核电;2025年报预增;锂电池概念;空气能热泵;抖音概念(字节概念);海工装备;腾讯概念;阿里巴巴概念;百度概念;风电;DeepSeek概念;抽水蓄能;碳中和;深股通;融资融券,33,301018.SZ,30,301018
预制菜;养鸡;猪肉;冷链物流;广东自贸区;国企改革;创投;粤港澳大湾区,33,000529.SZ,8,000529
液冷服务器;特高压;数据中心(AIDC);智能电网;传感器;军工;华为概念;储能;核电;低空经济;高端装备;工业互联网;机器人概念;风电;光热发电;数字经济;水利;抽水蓄能;氢能源;碳中和;垃圾分类;西部大开发;超超临界发电;深股通;融资融券,33,002272.SZ,25,002272
高股息精选;沪股通;融资融券,17,601128.SH,3,601128
冰雪产业;旅游概念;IP经济(谷子经济);文化传媒概念;露营经济;西部大开发,17,600749.SH,6,600749
6G概念;毫米波雷达;卫星导航;5G;商业航天;军工;汽车电子;华为概念;共封装光学(CPO);芯片概念;职业教育;创投;融资融券;深股通,33,002194.SZ,14,002194
减速器;人形机器人;汽车热管理;专精特新;机器人概念;无人驾驶;新能源汽车;无人机;燃料电池;氢能源;深股通;股权转让(并购重组);融资融券,33,301007.SZ,13,301007
算力租赁;华为昇腾;东数西算(算力);云办公;多模态AI;数据安全;信创;数据中心(AIDC);空间计算;智慧灯杆;阿里巴巴概念;电力物联网;数字孪生;百度概念;AI智能体;5G;MR(混合现实);元宇宙;数字乡村;数据要素;虚拟数字人;智慧城市;智能电网;华为数字能源;华为概念;虚拟现实;AI应用;DeepSeek概念;虚拟电厂;人工智能;无人机;充电桩;机器人概念;军工;工业互联网;低空经济;光伏概念;储能;雄安新区;一带一路;跨境电商;乡村振兴;西部大开发;融资融券;深股通,33,002929.SZ,45,002929
跨境电商;宠物经济;网红经济;露营经济;家用电器;粤港澳大湾区;2025年报预增;芯片概念,33,300824.SZ,8,300824
医药电商;仿制药一致性评价;生物疫苗;创新药;上海国企改革;国企改革;医疗器械概念;上海自贸区;沪股通;融资融券,17,601607.SH,10,601607
锂电池概念;固态电池;消费电子概念,33,300501.SZ,3,300501
华为汽车;新能源汽车;比亚迪概念;华为概念;专精特新;新股与次新股;融资融券,151,920086.BJ,7,920086
跨境支付(CIPS);移动支付;数字货币;知识产权保护;虚拟数字人;AI应用;互联网金融;电子身份证;鸿蒙概念;区块链;国产操作系统;数字经济;AI智能体;智慧政务;数据要素;信创;人工智能;DeepSeek概念;百度概念;数据安全;京津冀一体化;融资融券;深股通,33,002987.SZ,23,002987
医药电商;流感;仿制药一致性评价;肝炎概念;创新药;农业种植;三胎概念;高股息精选;国企改革;数字经济;DeepSeek概念;人工智能;工业互联网,17,600479.SH,13,600479
2025年报预增;比亚迪概念;机器人概念;长安汽车概念;融资融券;无人驾驶;智能座舱;高端装备;新能源汽车,151,920906.BJ,9,920906
粮食概念;预制菜;深圳国企改革;国企改革;冷链物流;一带一路;数字乡村;深股通,33,000019.SZ,8,000019
煤化工概念;煤炭概念;POE胶膜;氢能源;碳中和;西部大开发;跨境电商;DeepSeek概念;2025年报预增;融资融券;沪股通,17,600989.SH,11,600989
医疗器械概念;国企改革;股权转让(并购重组);沪股通;融资融券,17,600529.SH,5,600529
跨境电商;互联网保险;参股保险;AI应用;数字经济;海峡两岸;证金持股;深股通;融资融券,33,002029.SZ,9,002029
碳纤维;人形机器人;新型工业化;高端装备;机器人概念;3D打印;低空经济;专精特新;智能物流;商业航天;建筑节能;共同富裕示范区;光伏概念;充电桩;数据中心(AIDC);深股通;融资融券,33,002006.SZ,17,002006
医药电商;禽流感;流感;创新药;国企改革;央企国企改革;绿色电力;深股通;融资融券;股权转让(并购重组),33,000999.SZ,10,000999
超超临界发电;抽水蓄能;绿色电力;虚拟电厂;证金持股;天然气;风电;央企国企改革;国企改革;页岩气;核电;储能;深股通;融资融券,33,000883.SZ,14,000883
高股息精选;医药电商;流感;肝炎概念;冷链物流;三胎概念;创新药;西部大开发;智能医疗;人工智能;华为概念;沪股通;融资融券,17,603368.SH,13,603368
军工信息化;军工;无人机;卫星导航;商业航天;虚拟现实;专精特新;华为概念;新能源汽车;5G;数字经济;消费电子概念;WiFi 6;汽车电子;光伏概念;铜缆高速连接;苹果概念;医疗器械概念;EDR概念;芯片概念;钙钛矿电池;AI PC;深股通;融资融券,33,300563.SZ,24,300563
人形机器人;小米概念;消费电子概念;汽车电子;比亚迪概念;机器人概念;新能源汽车;家用电器;光伏概念;智能家居;储能;深股通;融资融券,33,301280.SZ,13,301280
智慧政务;华为鲲鹏;移动支付;华为盘古;AI应用;数字货币;元宇宙;数据要素;鸿蒙概念;云计算;AI智能体;空间计算;AI语料;区块链;网络安全;虚拟数字人;在线教育;数字乡村;阿里巴巴概念;蚂蚁集团概念;人脸识别;智慧城市;数字经济;DeepSeek概念;人工智能;职业教育;物联网;虚拟现实;算力租赁;华为概念;水利;创投;机器人概念;养老概念;食品安全;人形机器人;智能电网;乡村振兴;深股通,33,300248.SZ,39,300248
人工智能;预制菜,17,603755.SH,2,603755
统一大市场;跨境电商;智能物流;共同富裕示范区;航运概念;一带一路;换电概念;工业互联网;新能源汽车,33,001228.SZ,9,001228
绿色电力;硅能源;京津冀一体化;风电;光伏概念;高端装备;专精特新;沪股通;第三代半导体;芯片概念;融资融券,17,601908.SH,11,601908
卫星导航;商业航天;时空大数据;汽车芯片;东数西算(算力);MCU芯片;芯片概念;存储芯片;数据中心(AIDC);低空经济;专精特新;先进封装;安防;飞行汽车(eVTOL);智慧城市;数据要素;人工智能;人脸识别;粤港澳大湾区;横琴新区;国企改革;地下管网;深股通;融资融券,33,300053.SZ,24,300053
专精特新;智能家居;物联网;无人驾驶;车联网(车路协同);智能穿戴;人工智能;卫星导航;消费电子概念;蚂蚁集团概念;汽车电子;移动支付;DeepSeek概念;智能物流;腾讯概念;百度概念;换电概念;共享单车;两轮车;网约车;深股通;融资融券,33,301608.SZ,22,301608
高股息精选;同花顺中特估100;证金持股;国企改革;高铁;沪股通;融资融券,17,601006.SH,7,601006
农机;机器视觉;长安汽车概念;比亚迪概念;新能源汽车;芯片概念;汽车电子;无线充电,33,001278.SZ,8,001278
污水处理;高股息精选;融资融券;沪股通,17,603279.SH,4,603279
眼科医疗;民营医院;医美概念;同花顺漂亮100;养老概念;智能医疗;虚拟数字人;医疗器械概念;创投;DeepSeek概念;AI智能体;人工智能;深股通;融资融券;智能穿戴;AI眼镜,33,300015.SZ,16,300015
专精特新;消费电子概念;PCB概念;芯片概念;新能源汽车;先进封装;储能;新股与次新股;融资融券,151,920125.BJ,9,920125
猴痘概念;宠物经济;流感;肝炎概念;智能医疗;医疗器械概念;食品安全,33,002022.SZ,7,002022
农机;新型工业化;数据中心(AIDC);煤炭概念;融资融券,33,001277.SZ,5,001277
数据中心(AIDC);光伏概念;抖音概念(字节概念);专精特新;高铁;储能;一带一路;融资融券;智能电网,151,920046.BJ,9,920046
中俄贸易概念;共同富裕示范区;一带一路;人民币贬值受益,17,603073.SH,4,603073
光纤概念;MR(混合现实);地下管网;物联网;传感器;人工智能;机器人概念;工业互联网;柔性直流输电;风电;智能电网;融资融券,17,688450.SH,12,688450
新能源汽车;氢能源;比亚迪概念;传感器;专精特新;新股与次新股;融资融券,151,920022.BJ,7,920022
净水概念;短剧游戏;空气能热泵;一带一路;创投;AIGC概念;独角兽概念;家用电器;DeepSeek概念;氢能源;智能家居;人工智能;百度概念;粤港澳大湾区;华为概念;深股通;融资融券,33,002543.SZ,17,002543
军工信息化;航空发动机;卫星导航;大飞机;国产航母;商业航天;6G概念;军民融合;太赫兹;军工;成飞概念;无人机;同花顺新质50;低空经济;时空大数据;智能穿戴;车联网(车路协同);5G;虚拟现实;国产操作系统;物联网;机器人概念;无人驾驶;智慧城市;人工智能;芯片概念;脑机接口;DeepSeek概念;粤港澳大湾区;国企改革;深股通;融资融券,33,002465.SZ,32,002465
光纤概念;消费电子概念;新型烟草(电子烟);专精特新;新能源汽车;PEEK材料;海峡两岸;机器人概念;家用电器;储能;福建自贸区;医疗器械概念;养老概念;三胎概念;宠物经济;深股通;融资融券,33,301196.SZ,17,301196
比亚迪概念;粤港澳大湾区;融资融券;碳纤维;机器人概念;消费电子概念;PEEK材料;专精特新;新能源汽车,151,920469.BJ,9,920469
人脸识别;鸿蒙概念;信创;智慧城市;人工智能;安防;脑机接口;阿里巴巴概念;DeepSeek概念;多模态AI;智能医疗;智能家居;养老概念;智能物流;华为概念;福建自贸区;机器人概念;海峡两岸;专精特新;PM2.5;小米概念;融资融券,33,300884.SZ,22,300884
智谱AI;AI语料;数据安全;抖音概念(字节概念);ChatGPT概念;腾讯概念;阿里巴巴概念;百度概念;AI智能体;AIGC概念;数字水印;虚拟数字人;数据要素;人脸识别;语音技术;中国AI 50;DeepSeek概念;人工智能;车联网(车路协同);华为概念;小米概念;无人驾驶;人形机器人;专精特新;旅游概念;沪股通;融资融券,17,688787.SH,27,688787
信创;华为欧拉;ST板块;网络安全;数据安全;智慧政务;云计算;量子科技;物联网;数据要素;华为概念;抖音概念(字节概念);百度概念;AI应用;AI智能体;互联网金融;数据中心(AIDC);东数西算(算力);人工智能;DeepSeek概念;快手概念;军工;股权转让(并购重组),33,300419.SZ,23,300419
证金持股;绿色电力;国企改革;西部大开发;沪股通;融资融券;光纤概念,17,600674.SH,7,600674
超超临界发电;抽水蓄能;绿色电力;碳交易;风电;参股券商;国企改革;新疆振兴;天然气;高股息精选;参股银行;核电;储能;充电桩;深股通;融资融券,33,000543.SZ,16,000543
维生素;AIGC概念;合成生物;宠物经济;三胎概念;DeepSeek概念;绿色电力;融资融券,17,688089.SH,8,688089
高股息精选;西部大开发;小米概念;融资融券;沪股通,17,601077.SH,5,601077
