股票代码,code,所属概念,所属概念数量,market_code
002307.SZ,002307,新型城镇化;新疆振兴;PPP概念;水利;乡村振兴;雅下水电概念;国企改革;西部大开发;一带一路;3D打印;DeepSeek概念;医疗器械概念;深股通;融资融券,14,33
688400.SH,688400,共封装光学(CPO);光纤概念;富士康概念;MR(混合现实);华为手机;苹果概念;数据中心;芯片概念;消费电子概念;小米概念;华为概念;虚拟现实;人形机器人;机器视觉;无人机;新型工业化;智谱AI;Web3.0;机器人概念;Sora概念(文生视频);元宇宙;宁德时代概念;专精特新;光伏概念;AIGC概念;空间计算;人工智能;虚拟数字人;数字经济;锂电池概念;2025年报预增;沪股通;融资融券,33,17
301096.SZ,301096,CRO概念;医疗器械概念;创新药;仿制药一致性评价;眼科医疗;幽门螺杆菌概念;毛发医疗;医美概念;流感;智能医疗;人工智能;宠物经济;AI应用;深股通;融资融券,15,33
300661.SZ,300661,汽车芯片;芯片概念;无线耳机;消费电子概念;OLED;传感器;专精特新;锂电池概念;人工智能;融资融券;深股通,11,33
002060.SZ,002060,PPP概念;新型城镇化;绿色电力;乡村振兴;国企改革;污水处理;水利;一带一路;抽水蓄能;氢能源;风电;燃料电池;储能;粤港澳大湾区;智慧城市;深股通;融资融券,17,33
920942.BJ,920942,水利;天然气;高端装备;融资融券;专精特新,5,151
301153.SZ,301153,财税数字化;电子身份证;AI智能体;智慧政务;移动支付;信创;数据要素;鸿蒙概念;蚂蚁集团概念;数字货币;区块链;腾讯概念;阿里巴巴概念;DeepSeek概念;人工智能;数字经济;智慧城市;互联网金融;华为概念;AI应用;国企改革;深股通;融资融券,23,33
300055.SZ,300055,锂电池概念;医疗废物处理;雄安新区;盐湖提锂;固废处理;PPP概念;污水处理;煤化工概念;深股通;融资融券,10,33
000589.SZ,000589,参股银行;国企改革;一带一路;回购增持再贷款概念;西部大开发;新能源汽车;机器人概念;军工;无人机;深股通;融资融券,11,33
000715.SZ,000715,乡村振兴;IP经济(谷子经济),2,33
300672.SZ,300672,存储芯片;汽车芯片;国家大基金持股;智能座舱;星闪概念;芯片概念;WiFi 6;卫星导航;机器视觉;无人驾驶;虚拟现实;车联网(车路协同);物联网;机器人概念;东数西算(算力);专精特新;鸿蒙概念;人工智能;深股通;股权转让(并购重组);融资融券,21,33
002745.SZ,002745,MicroLED概念;MiniLED;小米概念;机器人概念;智能家居;人工智能;粤港澳大湾区;DeepSeek概念;PCB概念;人民币贬值受益;光伏概念;储能;深股通;融资融券,14,33
688209.SH,688209,汽车芯片;无线耳机;芯片概念;消费电子概念;小米概念;脑机接口;专精特新;沪股通;融资融券,9,17
002803.SZ,002803,AIGC概念;抖音概念(字节概念);ChatGPT概念;数据要素;华为盘古;云计算;信创;人工智能;华为概念;跨境电商;福建自贸区;海峡两岸;智能物流;专精特新;人民币贬值受益;新型烟草(电子烟);2025年报预增;宠物经济;一带一路;2025三季报预增;回购增持再贷款概念;白酒概念;融资融券;深股通,24,33
002768.SZ,002768,PEEK材料;碳纤维;富士康概念;人形机器人;华为汽车;小米概念;比亚迪概念;新能源汽车;机器人概念;充电桩;华为概念;储能;可降解塑料;丙烯酸;锂电池概念;风电;足球概念;体育产业;环氧丙烷;人造肉;医美概念;融资融券;深股通,23,33
603556.SH,603556,智能电网;电力物联网;充电桩;储能;光伏概念;一带一路;人民币贬值受益;物联网;DeepSeek概念;沪股通;融资融券,11,17
300318.SZ,300318,猴痘概念;生物疫苗;流感;肝炎概念;医疗器械概念;三胎概念;京津冀一体化;深股通,8,33
688581.SH,688581,医疗器械概念;人民币贬值受益;机器人概念;沪股通;融资融券,5,17
300595.SZ,300595,医疗器械概念;眼科医疗;医药电商;跨境电商;AI眼镜;融资融券;深股通,7,33
002384.SZ,002384,共封装光学(CPO);同花顺果指数;PCB概念;苹果概念;5G;芯片概念;数据中心;消费电子概念;MiniLED;高压快充;小米概念;人形机器人;新能源汽车;特斯拉概念;华为概念;机器人概念;人民币贬值受益;深股通;长三角一体化;融资融券,20,33
603809.SH,603809,成飞概念;减速器;航空发动机;大飞机;军民融合;人形机器人;商业航天;卫星导航;军工;无人机;华为汽车;机器人概念;小米汽车;长安汽车概念;特斯拉概念;新能源汽车;比亚迪概念;专精特新;高铁;水利;西部大开发;融资融券;沪股通,23,17
688220.SH,688220,汽车芯片;WiFi 6;5G;星闪概念;AI眼镜;芯片概念;6G概念;阿里巴巴概念;智能穿戴;小米概念;消费电子概念;卫星导航;物联网;车联网(车路协同);商业航天;人工智能;专精特新;人民币贬值受益;沪股通;融资融券,20,17
002573.SZ,002573,天然气;PPP概念;固废处理;煤化工概念;雄安新区;国企改革;污水处理;碳中和;土壤修复;金属回收;水利;京津冀一体化;创投;PM2.5;金属铜;数字孪生;机器人概念;深股通;融资融券,19,33
002469.SZ,002469,煤化工概念;固废处理;氢能源;一带一路;光热发电;储能;深股通;融资融券,8,33
002117.SZ,002117,数字货币;移动支付;电子身份证;蚂蚁集团概念;数据确权;人形机器人;人脸识别;机器人概念;数字经济;区块链;智慧政务;物联网;财税数字化;信创;东数西算(算力);Web3.0;知识产权保护;数据中心;DeepSeek概念;阿里巴巴概念;拼多多概念;ChatGPT概念;深股通;融资融券,24,33
002906.SZ,002906,智能座舱;无人驾驶;小米汽车;长安汽车概念;华为汽车;飞行汽车(eVTOL);比亚迪概念;车联网(车路协同);宁德时代概念;一体化压铸;特斯拉概念;汽车电子;机器人概念;新能源汽车;无线充电;小米概念;星闪概念;低空经济;毫米波雷达;汽车热管理;华为概念;卫星导航;粤港澳大湾区;创投;一带一路;横琴新区;DeepSeek概念;百度概念;共封装光学(CPO);深股通;融资融券,31,33
688085.SH,688085,智能医疗;2025年报预增;医疗器械概念;专精特新;机器人概念;沪股通;融资融券,7,17
000931.SZ,000931,仿制药一致性评价;创新药;养老概念;雄安新区;京津冀一体化;创投;融资融券,7,33
002735.SZ,002735,可控核聚变;军工信息化;军工;低空经济;核电;信创;飞行汽车(eVTOL);无线充电;富士康概念;比亚迪概念;新能源汽车;光伏概念;两轮车;储能;医疗器械概念;可降解塑料;深股通,17,33
603257.SH,603257,黄金概念;金属铜;金属回收;金属钴;稀土永磁;盐湖提锂;宁德时代概念;注册制次新股;固废处理;一带一路;土壤修复;污水处理;参股保险;工业互联网;数字孪生;新型城镇化;乡村振兴;DeepSeek概念;AI智能体;文化传媒概念;新股与次新股;融资融券,22,17
000513.SZ,000513,减肥药;创新药;重组蛋白;仿制药一致性评价;流感;生物疫苗;辅助生殖;基因测序;猴痘概念;宠物经济;横琴新区;DeepSeek概念;深股通;融资融券,14,33
300724.SZ,300724,BC电池;钙钛矿电池;HJT电池;TOPCON电池;硅能源;光伏概念;第三代半导体;PET铜箔;锂电池概念;芯片概念;粤港澳大湾区;融资融券;深股通,13,33
688538.SH,688538,国企改革;上海国企改革;大飞机;华为概念;柔性屏(折叠屏);小米概念;智能座舱;OLED;智能穿戴;沪股通;融资融券,11,17
300940.SZ,300940,OLED;MicroLED概念;电子纸;消费电子概念;新能源汽车;智能穿戴;2025年报预增;深股通;融资融券,9,33
000523.SZ,000523,广东自贸区;啤酒概念;物业管理;代糖概念;国企改革;创投;粤港澳大湾区;工业互联网;股权转让(并购重组);深股通,10,33
603325.SH,603325,专精特新;新型工业化;沪股通;融资融券,4,17
002391.SZ,002391,化肥;乡村振兴;人民币贬值受益,3,33
300036.SZ,300036,Web3.0;多模态AI;军工信息化;AIGC概念;AI智能体;华为昇腾;华为欧拉;时空大数据;华为鲲鹏;智慧政务;数据要素;信创;卫星导航;元宇宙;区块链;阿里巴巴概念;腾讯概念;鸿蒙概念;商业航天;空间计算;DeepSeek概念;数字经济;人工智能;数字孪生;智慧城市;军工;车联网(车路协同);低空经济;无人机;虚拟现实;华为概念;MR(混合现实);水利;无人驾驶;乡村振兴;土壤修复;AI应用;雅下水电概念;英伟达概念;地下管网;深股通;融资融券,42,33
002507.SZ,002507,超级品牌;预制菜;国企改革;西部大开发;深股通;融资融券,6,33
002432.SZ,002432,智能医疗;流感;医疗器械概念;跨境电商;养老概念;血氧仪;京津冀一体化;天津自贸区;创投;AI应用;人民币贬值受益;回购增持再贷款概念;智能穿戴;小米概念;深股通;融资融券,16,33
688076.SH,688076,减肥药;创新药;肝炎概念;CRO概念;流感;合成生物;辅助生殖;ST板块;AI应用;智能医疗;人民币贬值受益;专精特新,12,22
688075.SH,688075,猴痘概念;流感;宠物经济;人民币贬值受益;智能医疗;沪股通;融资融券,7,17
002608.SZ,002608,超超临界发电;碳交易;国企改革;参股保险;信托概念;虚拟电厂;储能;深股通;工业互联网;融资融券,10,33
002451.SZ,002451,智能电网;风电;充电桩;储能;光伏概念;化债概念(AMC概念);高铁;物业管理;海工装备;上海自贸区;创投;高端装备;机器人概念;智慧城市;5G;融资融券,16,33
002514.SZ,002514,医疗废物处理;污水处理;碳中和;换电概念;养老概念;一带一路;光伏概念;HJT电池;机器人概念;钙钛矿电池;充电桩;新能源汽车;高端装备;工业母机;储能;华为数字能源;芯片概念;TOPCON电池;华为概念;人形机器人;高压快充;智能电网;深股通,23,33
300393.SZ,300393,BC电池;钙钛矿电池;TOPCON电池;光伏建筑一体化;光伏概念;华为概念;国企改革;AI智能体;深股通;融资融券,10,33
301089.SZ,301089,猴痘概念;流感;肝炎概念;合成生物;融资融券,5,33
605258.SH,605258,PCB概念;汽车电子;毫米波雷达;5G,4,17
688231.SH,688231,航空发动机;军民融合;军工;3D打印;高铁;融资融券,6,17
000948.SZ,000948,数字货币;ETC;移动支付;互联网金融;智慧城市;数字经济;军民融合;人脸识别;区块链;智慧政务;鸿蒙概念;军工信息化;信创;网络安全;华为鲲鹏;财税数字化;数据安全;人工智能;DeepSeek概念;物联网;在线教育;军工;AI智能体;百度概念;元宇宙;国资云;腾讯概念;阿里巴巴概念;语音技术;水利;多模态AI;创投;华为概念;机器视觉;NFT概念;知识产权保护;信托概念;智能医疗;乡村振兴;碳中和;数据中心;西部大开发;国企改革;医疗器械概念;AI应用;深股通;融资融券,47,33
601878.SH,601878,期货概念;国企改革;共同富裕示范区;沪股通;融资融券,5,17
600035.SH,600035,国企改革;氢能源;ETC;智能医疗;物联网;人工智能;车联网(车路协同);在线教育;华为概念;国产操作系统;无线耳机;WiFi 6;沪股通;融资融券,14,17
600820.SH,600820,天然气;PPP概念;上海国企改革;地下管网;国企改革;雄安新区;新型城镇化;回购增持再贷款概念;一带一路;水利;氢能源;风电;专精特新;沪股通;融资融券;高端装备;机器人概念;智慧城市;低空经济;数字经济;人工智能;数据要素,22,17
002689.SZ,002689,中俄贸易概念;ST板块;航空发动机;2025年报预增;机器人概念;风电;机器视觉;工业互联网,8,33
600368.SH,600368,统一大市场;物业管理;冷链物流;国企改革;乡村振兴;西部大开发;数字乡村;人工智能;沪股通;融资融券,10,17
600283.SH,600283,PPP概念;地下管网;生物质能发电;新型城镇化;污水处理;净水概念;固废处理;水利;绿色电力;创投;数字孪生;智慧城市;人工智能;DeepSeek概念;数字经济;数据要素;数据确权;AI智能体;沪股通,19,17
002452.SZ,002452,柔性直流输电;特高压;智能电网;风电;光伏概念;充电桩;储能;绿色电力;新能源汽车;专精特新;军工;新疆振兴;数据中心;融资融券,14,33
000055.SZ,000055,乡村振兴;建筑节能;房屋检测;装配式建筑;物业管理;光伏建筑一体化;一带一路;绿色电力;高铁;粤港澳大湾区;数字经济;DeepSeek概念;光伏概念;AI应用;融资融券,15,33
000698.SZ,000698,消毒剂;丙烯酸;国企改革;POE胶膜;ST板块;央企国企改革,6,33
605128.SH,605128,华为汽车;新能源汽车;人形机器人;高铁;机器人概念;华为概念;沪股通,7,17
002907.SZ,002907,流感;创新药;医药电商;仿制药一致性评价;维生素;肝炎概念;幽门螺杆菌概念;减肥药;猴痘概念;西部大开发;人工智能;工业互联网;深股通,13,33
301550.SZ,301550,减速器;人形机器人;新能源汽车;机器人概念;专精特新;人民币贬值受益;农机;工业互联网;数字经济;深股通;融资融券,11,33
301668.SZ,301668,智能电网;注册制次新股;风电;专精特新;深股通;新股与次新股;融资融券,7,33
920015.BJ,920015,有机硅概念;光刻胶;专精特新;新股与次新股;融资融券;国企改革,6,151
603959.SH,603959,固态电池;锂电池概念;宁德时代概念;煤化工概念;氢能源;燃料电池;新能源汽车;机器人概念;摘帽,9,17
301083.SZ,301083,人脸识别;安防;车联网(车路协同);智慧城市;人工智能;数字经济;DeepSeek概念;新型城镇化;机器人概念;专精特新;工业互联网;充电桩;融资融券,13,33
920237.BJ,920237,安防;人民币贬值受益;固态电池;融资融券;智能穿戴;专精特新;锂电池概念;AI PC,8,151
300990.SZ,300990,液冷服务器;光刻机;宁德时代概念;芯片概念;2025年报预增;数据中心;新能源汽车;储能;专精特新;高端装备;氢能源;换电概念;深股通;融资融券,14,33
002461.SZ,002461,啤酒概念;国企改革;深股通;融资融券,4,33
002399.SZ,002399,创新药;生物疫苗;CRO概念;人民币贬值受益;深股通;融资融券,6,33
300747.SZ,300747,商业航天;无人机;低空经济;航空发动机;3D打印;芯片概念;5G;数字水印;先进封装;高端装备;OLED;光纤概念;工业母机;光伏概念;新能源汽车;PCB概念;风电;央企国企改革;国企改革;融资融券;深股通,21,33
002250.SZ,002250,氟化工概念;锂电池概念;回购增持再贷款概念;CRO概念;人民币贬值受益;2025年报预增;创新药;证金持股;深股通;融资融券,10,33
603226.SH,603226,智能家居;沪股通;股权转让(并购重组),3,17
600279.SH,600279,统一大市场;航运概念;国企改革;民爆概念;西部大开发;一带一路;智能物流;股权转让(并购重组);沪股通,9,17
