name,code,now,涨停价,跌停价
浙海德曼,688577,94.71,114.23,76.15
光莆股份,300632,14.02,16.86,11.24
瑞晨环保,301273,26.44,31.73,21.15
金种子酒,600199,9.91,10.9,8.92
ST通葡,600365,3.32,3.47,3.14
祥生医疗,688358,30.48,36.59,24.39
国芳集团,601086,10.62,11.78,9.64
天永智能,603895,27.99,30.8,25.2
明阳电路,300739,18.1,21.73,14.49
华曙高科,688433,58.98,70.07,46.71
金达威,2626,18.83,20.79,17.01
信质集团,2664,22.15,24.4,19.96
成飞集成,2190,36.09,39.7,32.48
南新制药,688189,8.23,9.84,6.56
星星科技,300256,4.09,4.92,3.28
广联达,2410,12.3,13.53,11.07
华新精科,603370,46.73,51.4,42.06
肯特股份,301591,38.39,46.19,30.79
天智航,688277,14.87,17.69,11.79
光明肉业,600073,6.55,7.19,5.89
腾达建设,600512,2.44,2.7,2.21
山大地纬,688579,10.61,12.73,8.49
辽港股份,601880,1.63,1.79,1.47
*ST兰黄,929,9.13,9.41,8.51
通达创智,1368,25.2,27.78,22.73
博科测试,301598,63.3,76.2,50.8
鼎际得,603255,29.93,33.13,27.11
煌上煌,2695,12.22,13.43,10.99
渤海租赁,415,4.07,4.48,3.66
吉林化纤,420,4.07,4.48,3.66
凯淳股份,301001,28.44,34.14,22.76
丰原药业,153,6.5,7.15,5.85
杰克科技,603337,39.15,42.86,35.06
永泰能源,600157,1.62,1.78,1.46
迪生力,603335,5.63,6.24,5.1
ST长方,300301,0.0,2.92,1.94
文灿股份,603348,19.42,21.36,17.48
京仪装备,688652,107.25,129.12,86.08
钜泉科技,688391,28.39,33.97,22.65
山东墨龙,2490,6.48,7.12,5.82
白云机场,600004,9.74,10.67,8.73
华盛昌,2980,21.0,23.09,18.89
*ST双成,2693,7.37,7.62,6.9
中国国航,601111,8.86,9.76,7.98
帝尔激光,300776,59.67,71.6,47.74
歌尔股份,2241,28.08,31.02,25.38
汇洁股份,2763,7.23,7.98,6.53
普莱柯,603566,12.88,14.17,11.59
钱江摩托,913,15.32,16.81,13.75
鑫源智造,600615,11.21,12.34,10.1
铭科精技,1319,25.58,28.19,23.07
ST香雪,300147,9.58,11.53,7.69
视声智能,920976,26.62,34.34,18.5
*ST华微,600360,7.98,8.4,7.6
天通股份,600330,12.0,13.2,10.8
信雅达,600571,15.18,16.71,13.67
密尔克卫,603713,55.71,61.49,50.31
安恒信息,688023,53.2,61.32,40.88
承德露露,848,8.79,9.66,7.9
力合科创,2243,9.54,10.53,8.61
*ST艾艾,603580,15.19,15.91,14.39
中京电子,2579,11.96,13.16,10.76
益生股份,2458,8.78,9.65,7.89
巨力索具,2342,7.18,7.89,6.45
*ST三圣,2742,4.78,5.02,4.54
维康药业,300878,24.68,29.62,19.74
格科微,688728,15.15,18.14,12.1
百合花,603823,15.8,17.5,14.32
铜冠矿建,920019,19.98,25.84,13.92
誉衡药业,2437,3.19,3.5,2.86
健帆生物,300529,19.92,23.84,15.9
五矿资本,600390,5.56,6.12,5.0
威派格,603956,6.38,6.99,5.72
黑牡丹,600510,8.73,9.6,7.86
云鼎科技,409,11.12,12.22,10.0
好莱客,603898,13.4,14.84,12.14
振华重工,600320,4.74,5.24,4.28
英科医疗,300677,44.3,53.26,35.5
机器人,300024,17.36,20.87,13.91
神州细胞,688520,44.29,53.11,35.41
甘肃能化,552,2.38,2.61,2.13
晨曦航空,300581,15.78,18.94,12.62
华软科技,2453,6.26,6.94,5.68
丰茂股份,301459,44.0,52.99,35.33
津荣天宇,300988,22.79,27.41,18.27
天和磁材,603072,40.92,45.02,36.84
尤洛卡,300099,7.07,8.5,5.66
川仪股份,603100,22.79,25.07,20.51
天合光能,688599,16.55,19.79,13.19
荣晟环保,603165,12.5,13.82,11.3
隆基机械,2363,8.78,9.49,7.77
宁夏建材,600449,12.58,13.81,11.3
辰欣药业,603367,18.07,19.84,16.24
德邦股份,603056,14.15,15.52,12.7
众合科技,925,8.58,9.48,7.76
神开股份,2278,11.88,12.93,10.58
美锦能源,723,4.69,5.17,4.23
中诚咨询,920003,33.56,43.74,23.56
大有能源,600403,7.06,7.74,6.34
蓝海华腾,300484,18.77,22.49,14.99
洪都航空,600316,31.2,34.32,28.08
读者传媒,603999,7.04,7.72,6.32
泰鸿万立,603210,19.53,21.45,17.55
宗申动力,1696,21.02,23.16,18.95
*ST国化,600636,8.54,9.0,8.14
华民股份,300345,6.23,7.48,4.98
鹏鹞环保,300664,5.43,6.54,4.36
海南华铁,603300,8.02,8.56,7.0
探路者,300005,10.8,13.07,8.71
湖南海利,600731,6.98,7.7,6.3
居然智家,785,3.1,3.42,2.8
S佳通,600182,15.55,16.32,14.76
民生银行,600016,3.89,4.27,3.49
宝利国际,300135,3.89,4.66,3.1
速达股份,1277,40.33,44.39,36.32
聚飞光电,300303,6.98,8.38,5.58
金达莱,688057,12.44,14.88,9.92
空港股份,600463,11.69,12.78,10.46
中航泰达,920263,13.15,17.09,9.21
拓普集团,601689,70.26,77.39,63.32
华熙生物,688363,44.11,52.86,35.24
金牌家居,603180,20.85,22.94,18.77
会畅通讯,300578,20.06,24.07,16.05
上实发展,600748,5.38,5.94,4.86
和而泰,2402,39.24,43.26,35.4
福日电子,600203,13.11,14.42,11.8
达嘉维康,301126,13.04,15.73,10.49
致欧科技,301376,19.3,23.12,15.42
同为股份,2835,16.11,17.8,14.56
美利信,301307,36.76,44.38,29.58
山东钢铁,600022,1.54,1.69,1.39
昆船智能,301311,18.4,22.14,14.76
兴福电子,688545,37.54,45.14,30.1
爱慕股份,603511,16.1,17.73,14.51
百普赛斯,301080,52.5,63.55,42.37
凯华材料,920526,24.59,31.92,17.2
扬农化工,600486,67.48,74.25,60.75
康普顿,603798,15.42,16.87,13.81
正泰电器,601877,28.36,31.21,25.53
安阳钢铁,600569,2.31,2.53,2.07
健麾信息,605186,19.83,21.9,17.92
万华化学,600309,75.81,83.37,68.21
中毅达,600610,9.94,10.95,8.96
绿岛风,301043,53.0,63.36,42.24
福安药业,300194,4.58,5.51,3.67
ST金鸿,669,3.05,3.21,2.91
达安基因,2030,6.1,6.73,5.51
常山药业,300255,64.27,77.1,51.4
拓斯达,300607,28.1,33.96,22.64
南方路机,603280,38.13,42.04,34.4
秦川机床,837,12.2,13.45,11.01
明阳科技,920663,17.73,22.85,12.31
爱建集团,600643,5.35,5.89,4.82
安杰思,688581,0.0,71.53,47.69
亚厦股份,2375,3.81,4.2,3.44
金财互联,2530,9.92,10.92,8.94
申通地铁,600834,8.38,9.24,7.56
ST华铭,300462,11.46,13.74,9.16
中山公用,685,11.41,12.6,10.31
辰安科技,300523,22.85,27.48,18.32
健之佳,605266,19.84,21.82,17.86
福达股份,603166,15.28,16.78,13.73
广东鸿图,2101,12.21,13.42,10.98
金域医学,603882,28.29,31.03,25.39
力源信息,300184,9.89,11.89,7.93
长虹华意,404,6.86,7.55,6.17
ST加加,2650,6.86,7.2,6.52
东方嘉盛,2889,16.64,18.44,15.08
保利联合,2037,9.88,10.89,8.91
水井坊,600779,36.68,40.18,32.88
无线传媒,301551,32.74,39.24,26.16
京源环保,688096,7.6,9.12,6.08
珠海港,507,5.3,5.85,4.79
灿芯股份,688691,105.84,128.41,85.61
锦好医疗,920925,29.61,38.44,20.7
远光软件,2063,6.06,6.67,5.45
凯伦股份,300715,10.56,12.72,8.48
雄塑科技,300599,7.57,9.08,6.06
吉大通信,300597,9.06,10.9,7.26
*ST南置,2305,2.27,2.38,2.16
科翔股份,300903,18.72,22.68,15.12
我乐家居,603326,9.01,9.97,8.15
新大正,2968,12.07,13.28,10.86
魅视科技,1229,37.58,41.48,33.94
华恒生物,688639,34.64,41.63,27.75
通润装备,2150,19.7,21.55,17.63
和邦生物,603077,2.26,2.49,2.03
哈投股份,600864,6.77,7.46,6.1
宇通重工,600817,11.27,12.41,10.15
首航新能,301658,29.21,35.15,23.43
中信建投,601066,27.02,29.73,24.33
赛诺医疗,688108,18.08,21.61,14.41
城建发展,600266,4.5,4.95,4.05
运机集团,1288,32.94,36.3,29.7
当虹科技,688039,42.95,51.3,34.2
亚通股份,600692,7.45,8.24,6.74
复旦微电,688385,64.0,77.26,51.5
东兴证券,601198,14.21,15.63,12.79
润本股份,603193,24.7,27.14,22.2
ST联合,600358,5.98,6.28,5.68
中航西飞,768,24.66,27.12,22.19
新天地,301277,11.96,14.34,9.56
ST东尼,603595,16.4,17.25,15.61
天宸股份,600620,6.71,7.39,6.05
汤姆猫,300459,4.48,5.38,3.58
巍华新材,603310,17.2,18.88,15.44
南方精工,2553,26.0,28.72,23.5
尚荣医疗,2551,3.74,4.1,3.36
众捷汽车,301560,34.8,42.06,28.04
重庆钢铁,601005,1.49,1.64,1.34
精华制药,2349,7.41,8.18,6.7
三一重能,688349,25.92,31.22,20.82
古井贡酒,596,144.65,159.45,130.46
天顺风能,2531,6.69,7.36,6.02
酉立智能,920007,0.0,90.8,48.9
山推股份,680,11.14,12.23,10.01
奥飞娱乐,2292,8.85,9.78,8.0
温氏股份,300498,17.01,20.44,13.62
开立医疗,300633,26.65,31.98,21.32
凯德石英,920179,36.64,47.15,25.39
怡球资源,601388,2.95,3.26,2.66
新里程,2219,2.22,2.44,2.0
紫金矿业,601899,33.06,35.78,29.28
牧高笛,603908,23.75,26.02,21.29
普元信息,688118,24.3,29.24,19.5
巴兰仕,920112,38.45,49.92,26.88
ST通脉,603559,8.12,8.53,7.71
中安科,600654,3.74,4.06,3.32
呈和科技,688625,39.26,46.92,31.28
百克生物,688276,19.18,23.02,15.34
山石网科,688030,17.9,21.22,14.14
鲁西化工,830,15.49,17.02,13.92
三友联众,300932,12.53,15.02,10.02
浙江华远,301535,20.59,24.7,16.46
我爱我家,560,2.94,3.23,2.65
大丰实业,603081,13.82,15.33,12.55
浩云科技,300448,8.01,9.68,6.46
北巴传媒,600386,4.4,4.84,3.96
洲际油气,600759,2.99,3.22,2.64
纬德信息,688171,42.06,50.98,33.98
克明食品,2661,9.56,10.47,8.57
ST华扬,603825,8.78,9.22,8.34
中国电影,600977,15.25,16.89,13.82
飞亚达,26,15.3,16.86,13.8
沙河股份,14,13.89,15.25,12.47
征和工业,3033,67.91,74.58,61.02
迈信林,688685,0.0,62.98,41.98
仁智股份,2629,7.31,8.01,6.55
东风股份,600006,7.27,8.01,6.55
综艺股份,600770,5.09,5.6,4.58
新日股份,603787,13.15,14.39,11.77
海能达,2583,10.9,11.99,9.81
圣邦股份,300661,65.92,79.32,52.88
维海德,301318,27.43,33.11,22.07
超越科技,301049,21.1,25.26,16.84
仕净科技,301030,11.61,13.93,9.29
中科创达,300496,66.4,80.09,53.39
天舟文化,300148,4.35,5.22,3.48
南山控股,2314,2.91,3.19,2.61
广大特材,688186,23.03,27.79,18.53
赛福天,603028,8.04,8.76,7.16
石化油服,600871,2.17,2.39,1.95
一诺威,920261,0.0,19.73,10.63
松井股份,688157,37.02,45.96,30.64
凯发电气,300407,11.5,13.86,9.24
普天科技,2544,31.76,34.93,28.58
柳钢股份,601003,5.05,5.56,4.55
舍得酒业,600702,58.4,64.26,52.58
致远新能,300985,17.98,21.62,14.42
欧林生物,688319,25.8,31.13,20.75
实益达,2137,8.57,9.5,7.78
中航成飞,302132,76.23,91.5,61.0
星昊医药,920017,18.7,24.31,13.09
中远海科,2401,15.72,17.4,14.24
心脉医疗,688016,0.0,111.31,74.21
肇民科技,301000,36.63,43.99,29.33
盈趣科技,2925,17.2,18.96,15.52
福然德,605050,12.93,14.22,11.64
卓创资讯,301299,52.7,63.71,42.47
华设集团,603018,7.93,8.68,7.1
英搏尔,300681,24.3,29.26,19.5
艾布鲁,301259,32.98,39.58,26.38
维尔利,300190,4.3,5.16,3.44
石头科技,688169,154.06,185.7,123.8
苏豪时尚,600287,5.71,6.3,5.16
鲁阳节能,2088,10.75,11.81,9.67
山东矿机,2526,3.57,3.93,3.21
深粮控股,19,7.17,7.85,6.43
龙软科技,688078,27.19,32.56,21.7
佳先股份,920489,19.1,25.05,13.49
博思软件,300525,13.53,16.27,10.85
博彦科技,2649,12.87,14.12,11.56
昊海生科,688366,44.92,53.86,35.9
惠天热电,692,3.57,3.92,3.2
信达地产,600657,3.55,3.92,3.2
苏交科,300284,7.84,9.38,6.26
因赛集团,300781,32.45,39.24,26.16
爱威科技,688067,24.9,29.78,19.86
光正眼科,2524,4.24,4.68,3.83
万讯自控,300112,8.44,10.2,6.8
益佰制药,600594,4.22,4.68,3.83
雷曼光电,300162,7.79,9.35,6.23
盛景微,603375,36.66,40.49,33.13
东安动力,600178,12.18,13.22,10.82
莎普爱思,603168,7.72,8.54,6.98
朗博科技,603655,36.96,41.05,33.59
博迁新材,605376,64.72,72.0,58.91
润邦股份,2483,7.05,7.73,6.33
信隆健康,2105,7.73,8.5,6.96
盐津铺子,2847,72.24,79.56,65.1
珍宝岛,603567,9.83,10.81,8.85
ST天圣,2872,4.91,5.16,4.66
比依股份,603215,21.0,23.14,18.94
遥望科技,2291,6.3,6.94,5.68
航发控制,738,20.32,22.36,18.3
凌云股份,600480,11.91,13.09,10.71
软通动力,301236,46.14,55.39,36.93
锐奇股份,300126,8.38,10.07,6.71
德赛西威,2920,125.31,139.15,113.85
彩虹股份,600707,6.26,6.92,5.66
农产品,61,9.79,10.76,8.8
东瑞股份,1201,14.61,16.13,13.19
艾罗能源,688717,65.18,77.86,51.9
常山北明,158,20.2,22.22,18.18
南方航空,600029,7.64,8.42,6.89
广咨国际,920892,15.97,20.78,11.2
安邦护卫,603373,38.24,42.05,34.41
金融街,402,2.78,3.06,2.5
一心堂,2727,13.85,15.29,12.51
广农糖业,911,7.64,8.4,6.88
南京熊猫,600775,11.1,12.22,10.0
北路智控,301195,33.31,39.98,26.66
国民技术,300077,20.11,24.13,16.09
惠通科技,301601,0.0,34.12,22.74
华孚时尚,2042,4.16,4.58,3.74
晋控煤业,601001,13.87,15.25,12.47
国瑞科技,300600,14.65,17.45,11.63
特发服务,300917,40.87,49.02,32.68
华立科技,301011,25.5,30.71,20.47
华密新材,920247,26.24,34.08,18.36
誉辰智能,688638,35.83,43.0,28.66
天娱数科,2354,6.17,6.82,5.58
德恩精工,300780,17.91,21.49,14.33
福蓉科技,603327,10.89,12.12,9.92
千味央厨,1215,40.9,44.69,36.57
强邦新材,1279,34.5,37.86,30.98
华阳变速,920146,9.0,11.62,6.26
通源石油,300164,5.5,6.6,4.4
兆丰股份,300695,86.81,104.69,69.79
协创数据,300857,136.06,164.58,109.72
两面针,600249,6.18,6.79,5.55
宝馨科技,2514,6.17,6.79,5.55
爱美客,300896,144.0,173.28,115.52
百联股份,600827,9.52,10.54,8.62
中再资环,600217,4.08,4.51,3.69
赛力斯,601127,120.65,133.56,109.28
西陇科学,2584,9.48,10.49,8.59
利亚德,300296,6.12,7.36,4.9
古麒绒材,1390,25.27,27.72,22.68
渤海股份,605,6.81,7.49,6.13
康希通信,688653,12.25,14.7,9.8
晶品特装,688084,74.54,88.98,59.32
中国武夷,797,4.11,4.49,3.67
澳洋健康,2172,4.07,4.49,3.67
汇宇制药,688553,18.27,22.01,14.67
汉马科技,600375,6.09,6.72,5.5
港通医疗,301515,20.35,24.42,16.28
乐心医疗,300562,13.56,16.27,10.85
中信出版,300788,27.78,33.34,22.22
中文在线,300364,23.6,28.45,18.97
艾融软件,920799,47.01,60.74,32.72
双一科技,300690,31.27,37.36,24.9
颖泰生物,920819,4.06,5.27,2.85
三友化工,600409,6.09,6.7,5.48
宏海科技,920108,14.26,18.47,9.95
国茂股份,603915,17.02,18.59,15.21
东航物流,601156,18.15,20.08,16.43
荣联科技,2642,8.11,8.92,7.3
慧辰股份,688500,64.2,77.0,51.34
力诺药包,301188,17.52,21.07,14.05
江苏神通,2438,15.46,17.07,13.97
川宁生物,301301,10.13,12.14,8.1
德才股份,605287,26.26,28.92,23.66
海洋王,2724,6.77,7.41,6.07
汉宇集团,300403,13.43,16.18,10.78
富满微,300671,32.3,38.82,25.88
健尔康,603205,27.58,30.37,24.85
永鼎股份,600105,21.96,23.69,19.39
德业股份,605117,88.19,96.99,79.35
中坚科技,2779,110.57,122.85,100.51
ST浩丰,300419,6.05,7.26,4.84
中科海讯,300810,38.15,45.97,30.65
亚信安全,688225,18.97,21.77,14.51
金麒麟,603586,18.8,20.68,16.92
同仁堂,600085,32.18,35.4,28.96
一博科技,301366,34.79,41.82,27.88
重庆港,600279,5.33,5.9,4.82
天沃科技,2564,7.37,8.11,6.63
湖南白银,2716,6.86,7.37,6.03
雅创电子,301099,43.9,53.05,35.37
科伦药业,2422,31.44,34.62,28.32
长安汽车,625,11.97,13.26,10.85
凤凰光学,600071,20.75,22.83,18.68
浙文互联,600986,7.33,8.1,6.62
常熟汽饰,603035,15.31,16.92,13.84
ST绝味,603517,13.37,14.04,12.7
中金公司,601995,36.0,39.68,32.46
北信源,300352,6.1,7.21,4.81
思美传媒,2712,5.33,5.87,4.81
天康生物,2100,7.32,8.07,6.61
ST路通,300555,14.0,16.81,11.21
移远通信,603236,93.88,103.46,84.65
智飞生物,300122,19.29,23.2,15.46
杭州解百,600814,8.6,9.53,7.79
信邦智能,301112,38.83,46.36,30.9
金螳螂,2081,3.3,3.66,3.0
平治信息,300571,27.23,32.75,21.83
光洋股份,2708,12.61,13.9,11.38
幸福蓝海,300528,19.26,23.15,15.43
永信至诚,688244,25.5,28.73,19.15
亚世光电,2952,19.9,21.93,17.95
深圳瑞捷,300977,17.23,20.74,13.82
华纳药厂,688799,49.88,59.81,39.87
康希诺,688185,64.39,77.33,51.55
威龙股份,603779,6.6,7.3,5.98
浙江永强,2489,3.98,4.38,3.58
新亚电缆,1382,20.58,22.62,18.5
翰博高新,301321,19.5,23.08,15.38
景嘉微,300474,75.19,90.65,60.43
奥普特,688686,116.48,140.72,93.82
ST德豪,2005,2.64,2.78,2.52
今世缘,603369,35.78,39.35,32.19
百奥赛图,688796,51.57,61.97,41.31
光威复材,300699,30.48,36.53,24.35
顶点软件,603383,36.4,40.01,32.73
二六三,2467,5.95,6.55,5.36
高凌信息,688175,28.54,34.08,22.72
奥拓电子,2587,6.56,7.26,5.94
科大智能,300222,10.58,12.67,8.45
涛涛车业,301345,252.9,303.14,202.1
美登科技,920227,58.5,76.31,41.09
亚虹医药,688176,11.2,13.45,8.97
三未信安,688489,43.8,51.42,34.28
永安期货,600927,15.1,16.68,13.64
英杰电气,300820,48.6,58.51,39.01
神农集团,605296,28.35,31.16,25.5
美腾科技,688420,23.61,28.45,18.97
移为通信,300590,12.45,15.01,10.01
山大电力,301609,42.08,50.56,33.7
欧克科技,1223,49.41,54.3,44.42
天地数码,300743,21.0,25.26,16.84
贵广网络,600996,10.5,11.57,9.47
北方国际,65,12.47,13.74,11.24
嘉泽新能,601619,4.62,5.06,4.14
ST嘉澳,603822,91.0,96.6,87.4
华业香料,300886,26.17,31.51,21.01
蓝思科技,300433,28.82,34.66,23.1
百花医药,600721,11.28,12.27,10.04
商络电子,300975,12.4,14.95,9.97
海泰科,301022,31.47,37.75,25.17
维业股份,300621,8.52,10.22,6.82
振华风光,688439,59.19,70.78,47.18
天保基建,965,3.91,4.32,3.54
中远通,301516,15.87,18.85,12.57
诺普信,2215,10.48,11.52,9.42
万隆光电,300710,30.84,39.2,26.14
诺邦股份,603238,17.87,19.4,15.88
京华激光,603607,25.32,28.01,22.91
协鑫集成,2506,2.61,2.87,2.35
栖霞建设,600533,2.61,2.87,2.35
卓郎智能,600545,2.61,2.87,2.35
赞宇科技,2637,10.4,11.47,9.39
卧龙新能,600173,7.17,7.89,6.45
北京人力,600861,18.23,20.08,16.43
风语筑,603466,9.08,10.02,8.2
ST瑞和,2620,5.2,5.46,4.94
儒竞科技,301525,83.0,99.82,66.54
中贝通信,603220,21.45,23.54,19.26
广汇物流,600603,6.47,7.13,5.83
永和智控,2795,6.5,7.13,5.83
华凯易佰,300592,10.89,13.2,8.8
獐子岛,2069,3.87,4.27,3.49
长城科技,603897,26.32,29.15,23.85
佳力奇,301586,45.79,55.06,36.7
经纬辉开,300120,8.41,10.08,6.72
嵘泰股份,605133,32.2,35.53,29.07
能之光,920056,25.39,32.73,17.63
中颖电子,300327,28.28,34.08,22.72
中航沈飞,600760,54.87,60.35,49.37
万通发展,600246,12.28,13.49,11.03
九芝堂,989,9.05,9.93,8.13
铭利达,301268,18.01,21.67,14.45
鼎汉技术,300011,8.37,10.06,6.7
柯力传感,603662,64.34,70.86,57.98
顺络电子,2138,35.38,38.94,31.86
辽宁能源,600758,3.85,4.25,3.47
卓兆点胶,920026,0.0,46.82,25.22
德必集团,300947,21.01,25.45,16.97
东方创业,600278,7.73,8.48,6.94
九华旅游,603199,37.06,40.96,33.52
南山智尚,300918,16.05,19.26,12.84
芒果超媒,300413,23.74,28.5,19.0
好上好,1298,29.51,32.46,26.56
生意宝,2095,17.89,19.76,16.16
威马农机,301533,41.76,50.76,33.84
虹软科技,688088,47.97,57.62,38.42
托普云农,301556,97.56,116.78,77.86
捷捷微电,300623,27.45,33.02,22.02
*ST创兴,600193,3.84,4.03,3.65
新钢股份,600782,3.84,4.22,3.46
神宇股份,300563,36.39,43.75,29.17
天利科技,300399,24.85,29.92,19.94
甬金股份,603995,18.63,20.38,16.68
宁波富达,600724,5.76,6.33,5.18
佳云科技,300242,5.08,6.13,4.09
开尔新材,300234,5.1,6.13,4.09
康乐卫士,920575,8.85,11.62,6.26
长城军工,601606,47.82,52.61,43.05
贝仕达克,300822,15.94,19.13,12.75
慧智微,688512,10.83,13.0,8.66
山河智能,2097,12.11,13.3,10.88
元道通信,301139,18.43,22.1,14.74
鞍钢股份,898,2.54,2.79,2.29
长春高新,661,95.08,104.71,85.67
立华股份,300761,20.3,24.36,16.24
恒华科技,300365,6.33,7.61,5.07
珈伟新能,300317,3.8,4.56,3.04
电科网安,2268,18.72,20.2,16.52
百胜智能,301083,18.99,22.79,15.19
荣泰健康,603579,23.4,25.76,21.08
大恒科技,600288,15.18,16.71,13.67
浩物股份,757,5.07,5.57,4.55
润达医疗,603108,15.18,16.7,13.66
凤凰股份,600716,3.79,4.17,3.41
渝三峡A,565,7.56,8.34,6.82
新城市,300778,12.64,15.16,10.1
光韵达,300227,8.8,10.61,7.07
生物谷,920266,9.58,12.29,6.63
ST凯利,300326,5.67,6.8,4.54
ST纳川,300198,2.52,3.02,2.02
爱旭股份,600732,13.22,14.54,11.9
广西广电,600936,4.4,4.84,3.96
先进数通,300541,14.36,17.33,11.55
艾迪精密,603638,18.84,20.71,16.95
贝泰妮,300957,41.51,49.7,33.14
华塑股份,600935,2.5,2.76,2.26
中文传媒,600373,9.39,10.34,8.46
广电网络,600831,4.4,4.82,3.94
贤丰控股,2141,3.74,4.13,3.38
金智科技,2090,11.81,13.06,10.68
卡倍亿,300863,52.41,62.9,41.94
振华股份,603067,29.89,32.93,26.95
通程控股,419,6.75,7.55,6.17
东方明珠,600637,9.31,10.29,8.42
徕木股份,603633,9.97,10.97,8.97
岱美股份,603730,8.13,8.91,7.29
豪尔赛,2963,14.85,16.45,13.46
华兰疫苗,301207,19.3,23.17,15.45
城投控股,600649,4.35,4.8,3.92
*ST阳光,608,2.48,2.61,2.37
博瑞传播,600880,4.96,5.48,4.48
江苏博云,301003,39.84,47.81,31.87
晶合集成,688249,35.79,43.31,28.87
海鸥股份,603269,12.38,13.66,11.18
龙迅股份,688486,74.47,89.4,59.6
