所属概念,market_code,code,所属概念数量,股票代码
物联网;小米概念;智慧城市;智能家居;工业互联网;数据中心;信创;国产操作系统;阿里巴巴概念;人工智能;专精特新;芯片概念;电力物联网;苹果概念;MCU芯片;充电桩;知识产权保护;智能电网;储能;光伏概念;虚拟电厂;风电;国企改革;深股通;融资融券,33,300183,25,300183.SZ
黑龙江自贸区;装配式建筑;建筑节能;智能家居;碳中和;融资融券,33,301227,6,301227.SZ
粮食概念;转基因;海南自贸区;国企改革;一带一路;京津冀一体化;网红经济;融资融券,33,000505,8,000505.SZ
乳业;西部大开发;绿色电力;融资融券;深股通,33,002946,5,002946.SZ
风电;绿色电力;ST板块;储能;光伏概念;国企改革;西部大开发;军工;国产航母;股权转让(并购重组),33,000595,10,000595.SZ
Sora概念(文生视频);虚拟数字人;快手概念;AIGC概念;短剧游戏;云游戏;多模态AI;抖音概念(字节概念);手机游戏;AI智能体;电子竞技;云计算;腾讯概念;文化传媒概念;网络游戏;元宇宙;DeepSeek概念;IP经济(谷子经济);人工智能;东数西算(算力);独角兽概念;虚拟现实;华为概念;创投;AI应用;智能座舱;深股通,33,300494,27,300494.SZ
乡村振兴;农业种植;一带一路;人民币贬值受益;回购增持再贷款概念,17,605138,5,605138.SH
3D打印;MiniLED;华为概念;消费电子概念;小米概念;智能座舱;专精特新;新能源汽车;富士康概念;智能家居;创投;储能;深股通;融资融券,33,300909,14,300909.SZ
重组蛋白;创新药;肝炎概念;仿制药一致性评价;沪股通;融资融券,17,688687,6,688687.SH
新型工业化;新能源汽车;家用电器;工业母机;小米概念;机器人概念;智能物流;换电概念;充电桩;高端装备;储能;创投;锂电池概念;固态电池;一带一路;军工;大飞机;深股通;股权转让(并购重组);融资融券,33,002026,20,002026.SZ
PEEK材料;比亚迪概念;新能源汽车;专精特新;军工;海工装备;商业航天;核电;卫星导航;医疗器械概念;风电;氢能源;融资融券,33,301591,13,301591.SZ
专精特新;融资融券;京津冀一体化;核电,151,920703,4,920703.BJ
人形机器人;新能源汽车;机器人概念;储能;无线充电;数据中心;人民币贬值受益;无人机;低空经济;锂电池概念;2025年报预增;军工;冷链物流;深股通,33,002801,14,002801.SZ
超级品牌;证金持股;医药电商;流感;沪股通;融资融券;国企改革;智能医疗;DeepSeek概念;创新药,17,600085,10,600085.SH
猪肉;土地流转;乡村振兴;碳中和;深股通;融资融券,33,002157,6,002157.SZ
中字头股票;同花顺中特估100;高股息精选;水泥概念;央企国企改革;国企改革;绿色电力;同花顺出海50;风电;沪股通;融资融券;DeepSeek概念,17,600970,12,600970.SH
融资融券;一带一路;股权转让(并购重组),151,920392,3,920392.BJ
商业航天;卫星导航;军工;MicroLED概念;MiniLED;第三代半导体;光伏概念;人脸识别;芯片概念;福建自贸区;海峡两岸;消费电子概念;汽车电子;智能家居;家用电器;共封装光学(CPO);深股通,33,300102,17,300102.SZ
物业管理;养老概念;西部大开发;智慧城市;低空经济;抖音概念(字节概念);无人机;股权转让(并购重组),33,002968,8,002968.SZ
西部大开发;融资融券;医药电商;农业种植,151,920266,4,920266.BJ
禽流感;生物疫苗;流感;肝炎概念;创新药;重组蛋白;深股通;融资融券,33,002007,8,002007.SZ
猴痘概念;创新药;生物疫苗;AIGC概念;沪股通;融资融券,17,688180,6,688180.SH
芯片概念;专精特新;人民币贬值受益;沪股通;融资融券,17,688584,5,688584.SH
超级品牌;预制菜;网红经济;农村电商;乡村振兴;国企改革;创投;粤港澳大湾区;融资融券;沪股通,17,603043,10,603043.SH
数据安全;信创;华为昇腾;云办公;时空大数据;AI智能体;阿里巴巴概念;智慧政务;数据要素;人工智能;腾讯概念;鸿蒙概念;智慧城市;云计算;AIGC概念;华为概念;元宇宙;数字孪生;财税数字化;数据确权;DeepSeek概念;数字经济;数字乡村;蚂蚁集团概念;互联网金融;烟草;跨境电商;跨境支付(CIPS);苹果概念;一带一路;融资融券,33,301169,31,301169.SZ
光刻胶;新能源汽车;消费电子概念;小米概念;芯片概念;PCB概念;机器人概念;智能穿戴;PET铜箔;PEEK材料;存储芯片;宁德时代概念;第三代半导体;粤港澳大湾区;5G;海峡两岸;华为概念;无人机;创投;低空经济;光伏概念;储能;军工;数字经济,33,300538,24,300538.SZ
医药电商;仿制药一致性评价;流感;医美概念;维生素;肝炎概念;眼科医疗;创新药;养老概念;禽流感;超级品牌;减肥药;农业种植;医疗器械概念;乡村振兴;土地流转;西部大开发;国企改革;人工智能;AI智能体;百度概念;阿里巴巴概念;央企国企改革;2025年报预增;股权转让(并购重组);沪股通;融资融券,17,600129,27,600129.SH
预制菜;乡村振兴;白酒概念;中韩自贸区;流感;融资融券,17,600467,6,600467.SH
智能家居;工业互联网,17,603326,2,603326.SH
长安汽车概念;华为汽车;一体化压铸;新能源汽车;比亚迪概念;锂电池概念;宁德时代概念,17,603768,7,603768.SH
新能源汽车;机器人概念;人民币贬值受益;智能物流;共同富裕示范区;锂电池概念;储能;军工;汽车拆解概念;沪股通;融资融券,17,603194,11,603194.SH
国产航母;中船系;军工;军工信息化;商业航天;卫星导航;海工装备;毫米波雷达;车联网(车路协同);核电;央企国企改革;智慧城市;无人驾驶;量子科技;国企改革;比亚迪概念;芯片概念;新能源汽车;风电;汽车芯片;天然气;中字头股票;沪股通;融资融券,17,600764,24,600764.SH
旅游概念;文化传媒概念;国企改革;西部大开发;虚拟数字人;腾讯概念;DeepSeek概念;低空经济,33,000978,8,000978.SZ
合成生物;锂电池概念;创投;固态电池;钒电池;钠离子电池,17,603810,6,603810.SH
固态电池;宁德时代概念;锂电池概念;海峡两岸;专精特新;福建自贸区;消费电子概念;可降解塑料;食品安全;合成生物;低空经济;无人机;深股通;融资融券,33,301565,14,301565.SZ
白酒概念;国企改革;京津冀一体化;沪股通;融资融券,17,600559,5,600559.SH
代糖概念;一带一路;深股通;融资融券,33,002078,4,002078.SZ
存储芯片;国家大基金持股;MCU芯片;科创次新股;芯片概念;注册制次新股;西部大开发;新股与次新股;融资融券,17,688783,9,688783.SH
互联网金融;国企改革;2025年报预增;股权转让(并购重组);融资融券;沪股通,17,601456,6,601456.SH
共同富裕示范区;人民币贬值受益,33,300796,2,300796.SZ
军民融合;军工信息化;卫星导航;太赫兹;军工;无人机;时空大数据;低空经济;海工装备;毫米波雷达;车联网(车路协同);量子科技;智慧灯杆;智慧城市;安防;5G;无人驾驶;人工智能;华为概念;东数西算(算力);数据中心;传感器;机器人概念;芯片概念;算力租赁;西部大开发;先进封装;深股通;融资融券,33,300397,29,300397.SZ
航空发动机;大飞机;军民融合;商业航天;卫星导航;军工;无人机;低空经济;飞行汽车(eVTOL);毫米波雷达;太赫兹;无人驾驶;芯片概念;5G;职业教育;第三代半导体;汽车芯片;充电桩;西部大开发;深股通;融资融券,33,002023,21,002023.SZ
磷化工;固态电池;锂电池概念;宁德时代概念;储能;比亚迪概念;新能源汽车;专精特新;融资融券;深股通,33,300769,10,300769.SZ
西部大开发;石墨烯;军工;国企改革;氢能源;储能;数字经济;融资融券,33,000565,8,000565.SZ
绿色电力;光热发电;风电;碳中和;新疆振兴;充电桩;特高压;储能;国企改革;西部大开发;2025年报预增;深股通,33,001258,12,001258.SZ
统一大市场;冷链物流;跨境电商;乡村振兴;智能物流;回购增持再贷款概念;一带一路;低空经济;无人驾驶;阿里巴巴概念;抖音概念(字节概念);深股通;融资融券,33,002120,13,002120.SZ
碳中和;碳交易;燃料电池;氢能源;专精特新,33,300234,5,300234.SZ
农业种植;维生素;医药电商;工业大麻;旅游概念;养老概念;工业互联网;数字经济;乡村振兴;沪股通,17,603896,10,603896.SH
光热发电;高铁;绿色电力;一带一路;数据中心;燃料电池;机器人概念;西部大开发;国企改革;超级电容;钒电池;股权转让(并购重组);深股通,33,002480,13,002480.SZ
第三代半导体;芯片概念;烟草;创投;工业大麻;西部大开发;股权转让(并购重组),17,603058,7,603058.SH
阿尔茨海默概念;细胞免疫治疗;创新药;仿制药一致性评价;肝炎概念;流感;猴痘概念;维生素;三胎概念;养老概念;融资融券,33,301130,11,301130.SZ
深股通;融资融券,33,002936,2,002936.SZ
参股银行;回购增持再贷款概念;粤港澳大湾区;融资融券,33,001378,4,001378.SZ
AI应用;小米概念;雅下水电概念;乡村振兴;水利;一带一路;人工智能;军工;化债概念(AMC概念);融资融券;DeepSeek概念;新型城镇化;雄安新区;AI智能体,151,920208,14,920208.BJ
PCB概念;先进封装;PET铜箔;华为手机;5G;消费电子概念;专精特新;小米概念;华为概念;稀土永磁;融资融券,17,688020,11,688020.SH
存储芯片;汽车芯片;先进封装;芯片概念;汽车电子;2025年报预增;锂电池概念;创投;固废处理;国企改革;融资融券;深股通,33,002077,12,002077.SZ
宁德时代概念;消费电子概念;富士康概念;新能源汽车;光伏概念;锂电池概念;苹果概念;汽车电子;小米概念;储能;新型工业化;人形机器人;小米汽车;机器人概念;石墨烯;MR(混合现实);汽车热管理;华为概念;液冷服务器;海峡两岸;虚拟现实;英伟达概念;长三角一体化;BC电池;人工智能;国企改革;深股通;融资融券,33,300128,28,300128.SZ
煤炭概念;国企改革;工业互联网;机器人概念;DeepSeek概念;数据要素;东数西算(算力);安防;信创;沪股通;融资融券,17,600121,11,600121.SH
商业航天;可控核聚变;军工;航空发动机;大飞机;核电;低空经济;海工装备;华为概念;5G;核污染防治;稀土永磁;3D打印;京津冀一体化;飞行汽车(eVTOL);芯片概念;创投;机器人概念;碳纤维;央企国企改革;华为手机;小米概念;苹果概念;无线充电;小金属概念;MicroLED概念;第三代半导体;一带一路;比亚迪概念;OLED;新能源汽车;燃料电池;氢能源;国企改革;固态电池;中芯国际概念;深股通;融资融券,33,000969,38,000969.SZ
创投,33,002687,1,002687.SZ
净水概念;家用电器;智能家居;证金持股;机器人概念;绿色电力;深股通;融资融券,33,002242,8,002242.SZ
预制菜;参股保险;人工智能;国企改革;央企国企改革;中字头股票,33,000798,6,000798.SZ
光刻胶;参股银行;绿色电力;融资融券,33,301036,4,301036.SZ
天然气;新疆振兴;氢能源;西部大开发;股权转让(并购重组),17,603080,5,603080.SH
免税店;冰雪产业;预制菜;物业管理;网红经济;露营经济;跨境电商;参股银行;IP经济(谷子经济);创投;国企改革;白酒概念;一带一路;低空经济;数字经济;文化传媒概念;人工智能;电子竞技;黄金概念;深股通;融资融券,33,000501,21,000501.SZ
证金持股;深股通;融资融券;共同富裕示范区,33,002142,4,002142.SZ
证金持股;PPP概念;固废处理;地下管网;污水处理;国企改革;水利;西部大开发;数字孪生;深股通;融资融券,33,000598,11,000598.SZ
共同富裕示范区;新型工业化;机器人概念;高端装备;参股银行;锂电池概念;固态电池,33,003036,7,003036.SZ
人形机器人;碳纤维;比亚迪概念;小米汽车;新能源汽车;小米概念;粤港澳大湾区;创投;一带一路;2025年报预增;三胎概念;融资融券,33,300995,12,300995.SZ
知识产权保护;文化传媒概念;IP经济(谷子经济);抖音概念(字节概念);华为概念;融资融券,33,301025,6,301025.SZ
天然气;新疆振兴;西部大开发,33,002700,3,002700.SZ
高铁;水利;新型城镇化;乡村振兴;低空经济;智慧城市;车联网(车路协同);数字孪生;物联网;光伏建筑一体化;PPP概念;数字经济;无人驾驶;空间计算;人工智能;智慧灯杆;华为概念;DeepSeek概念;数字乡村;雅下水电概念;机器视觉;毫米波雷达;虚拟现实;腾讯概念;ChatGPT概念;数据中心;碳中和;虚拟数字人;AIGC概念;沪股通;融资融券,17,603018,31,603018.SH
汽车热管理;传感器;工业互联网;机器人概念;人形机器人;碳中和;中俄贸易概念;新能源汽车;比亚迪概念;股权转让(并购重组);融资融券,33,300912,11,300912.SZ
AI应用;房屋检测;建筑节能;水利;雅下水电概念;军工;水泥概念;核电;可控核聚变;风电;抽水蓄能;融资融券,17,603916,12,603916.SH
电力物联网;智能电网;储能;特高压;东数西算(算力);PM2.5;核电;数字孪生;土壤修复;信创;数据要素;人工智能;虚拟现实;无人机;AI应用;深股通;高股息精选,33,002322,17,002322.SZ
融资融券;长三角一体化;沪股通,17,603323,3,603323.SH
商业航天;卫星导航;无人机;低空经济;时空大数据;车联网(车路协同);智慧灯杆;农机;无人驾驶;机器人概念;智慧城市;数字乡村;水利;京津冀一体化;数字经济;生态农业;芯片概念;华为概念;国企改革;汽车芯片;新型城镇化;深股通;融资融券,33,002383,23,002383.SZ
医药电商;医疗器械概念;三胎概念;跨境电商;人民币贬值受益;一带一路;绿色电力;特斯拉概念;深股通;融资融券,33,002382,10,002382.SZ
减速器;人形机器人;同花顺果指数;PEEK材料;特斯拉概念;铜缆高速连接;新型工业化;液冷服务器;华为汽车;传感器;苹果概念;新能源汽车;AI PC;消费电子概念;无线耳机;3D打印;小米概念;机器人概念;无人机;芯片概念;5G;AI手机;AI眼镜;MR(混合现实);智能穿戴;卫星导航;宁德时代概念;华为概念;燃料电池;虚拟现实;充电桩;东数西算(算力);储能;粤港澳大湾区;锂电池概念;海峡两岸;氢能源;深股通;融资融券,33,300115,39,300115.SZ
可降解塑料,33,300849,1,300849.SZ
新能源汽车;无人驾驶;智能座舱;车联网(车路协同);换电概念;两轮车;参股银行;西部大开发;独角兽概念;百度概念;融资融券;沪股通,17,601777,12,601777.SH
盐湖提锂;锂电池概念;物业管理;碳中和;深股通;融资融券,33,000036,6,000036.SZ
财税数字化;电子身份证;智慧政务;AI智能体;移动支付;数据要素;信创;鸿蒙概念;区块链;腾讯概念;数字货币;阿里巴巴概念;数字经济;蚂蚁集团概念;智慧城市;DeepSeek概念;人工智能;互联网金融;AI应用;华为概念;国企改革;深股通;融资融券,33,301153,23,301153.SZ
